TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,7OT,ARG,BBT,BIH,BLS,BUR,BWE,CNG,COL,COX,DAV,DC2,DCI,DDB,DII,DOK,DOL,DUN,EBP,ESR,FAS,FMG,FSH,HAS,JJK,JNG,KPI,KPK,KRA,LAB,LMC,LOG,MAS,MMG,MOR,PGH,PIG,POM,PRR,REW,RPI,RT,RTH,RTP,SAG,SEL,SFX,SGR,SMN,SMS,SP,SPR,SPW,STH,STM,TPR,TRK,TRP,WIL,WLK,WMV,WOB,WOL,YAG,ZAM
1154,26.38,65.66,14.69,30.66,11.69,35.0,15.0,21.45,11.69,24.62,15.41,14.76,8.34,2.93,18.55,32.34,66.31,21.69,37.76,10.66,28.55,14.79,20.17,12.52,30.9,19.66,15.45,7.62,4.21,18.9,318.7142857142857,288.2142857142857,325.9375,312.44444444444446,331.75,308.26666666666665,319.1666666666667,333.14285714285717,299.8666666666667,294.57142857142856,330.2142857142857,329.375,309.64285714285717,331.0,314.3333333333333,320.77777777777777,295.3333333333333,305.0,292.3333333333333,287.1818181818182,298.1875,315.9230769230769,328.6666666666667,317.92857142857144,291.6,284.4,286.85714285714283,303.25,295.8888888888889,315.0,339.5,314.2,309.8888888888889,333.0,302.94444444444446,299.0,315.27777777777777,310.3333333333333,330.9375,282.85714285714283,294.64285714285717,320.1875,309.2142857142857,300.8333333333333,323.8333333333333,293.64285714285717,273.14285714285717,320.61538461538464,279.3333333333333,324.6666666666667,327.3636363636364,327.14285714285717,297.0,309.7692307692308,311.0,315.57142857142856,305.55555555555554,327.8333333333333,305.9375,314.93333333333334,316.44444444444446,287.3333333333333,295.57142857142856,328.8125,323.94444444444446
1155,25.28,55.81,16.97,33.12,8.31,22.69,14.41,19.03,8.97,26.5,13.19,12.09,5.69,4.84,16.0,23.66,57.66,16.09,36.34,7.56,21.31,10.94,15.56,9.66,23.75,11.31,11.97,5.88,3.66,17.59,23.714285714285715,15.142857142857142,18.6875,10.666666666666666,21.583333333333332,16.0,25.0,22.714285714285715,11.866666666666667,19.428571428571427,18.428571428571427,18.375,27.928571428571427,33.0,29.0,38.111111111111114,14.133333333333333,25.727272727272727,22.61111111111111,11.0,19.4375,13.923076923076923,27.625,24.428571428571427,14.2,11.3,11.714285714285714,22.0625,11.88888888888889,21.666666666666668,21.5,17.333333333333332,22.11111111111111,29.25,34.94444444444444,22.77777777777778,37.111111111111114,25.11111111111111,18.0,12.714285714285714,12.928571428571429,29.75,14.857142857142858,26.444444444444443,36.166666666666664,13.428571428571429,24.714285714285715,17.53846153846154,14.733333333333333,15.083333333333334,30.09090909090909,15.285714285714286,27.0,15.076923076923077,23.333333333333332,16.285714285714285,25.5,30.833333333333332,36.3125,16.066666666666666,15.0,12.222222222222221,12.285714285714286,27.375,29.055555555555557
1156,24.12,55.76,15.88,31.53,8.24,24.24,11.56,16.41,7.56,22.79,12.91,13.12,6.24,2.47,17.06,26.97,58.74,18.71,35.62,8.26,23.12,13.0,18.24,11.26,26.71,15.24,13.53,5.29,3.38,16.88,305.85714285714283,315.42857142857144,307.6875,325.0,310.8333333333333,312.1333333333333,301.22222222222223,314.57142857142856,314.6666666666667,308.42857142857144,308.92857142857144,312.25,290.2142857142857,301.0,306.55555555555554,282.3888888888889,320.73333333333335,312.3636363636364,266.44444444444446,325.54545454545456,314.0625,309.46153846153845,291.2,308.07142857142856,306.4,318.1,314.14285714285717,313.3125,314.0,277.3333333333333,294.4,312.1333333333333,304.6111111111111,298.625,286.6111111111111,312.8333333333333,292.72222222222223,301.5,307.9375,313.85714285714283,319.92857142857144,296.875,312.64285714285717,309.44444444444446,293.22222222222223,318.2857142857143,277.7142857142857,304.0769230769231,329.06666666666666,315.3333333333333,300.6363636363636,315.0,285.0,312.84615384615387,301.6666666666667,307.85714285714283,298.72222222222223,270.6666666666667,309.5,312.0,313.77777777777777,317.55555555555554,320.35714285714283,295.25,296.72222222222223
1157,23.97,55.86,17.17,35.45,6.79,20.41,15.72,21.66,11.93,25.34,12.93,15.28,5.28,3.38,19.66,23.34,56.0,14.48,30.59,8.86,25.41,16.41,22.52,10.07,23.0,13.52,12.45,7.17,2.21,19.34,191.85714285714286,214.07142857142858,203.9375,248.66666666666666,182.66666666666666,198.13333333333333,200.11111111111111,186.85714285714286,246.73333333333332,199.28571428571428,189.71428571428572,189.75,209.28571428571428,172.0,202.16666666666666,180.94444444444446,230.2,202.27272727272728,192.16666666666666,247.54545454545453,214.6875,221.6153846153846,192.0,184.28571428571428,245.6,251.4,232.85714285714286,216.5625,251.0,229.0,185.2,182.46666666666667,213.38888888888889,167.25,193.0,228.5,206.66666666666666,190.27777777777777,173.3125,229.28571428571428,241.28571428571428,161.4375,218.92857142857142,226.33333333333334,191.94444444444446,241.0,202.14285714285714,198.3846153846154,256.6666666666667,220.58333333333334,190.45454545454547,201.42857142857142,247.0,215.69230769230768,200.0,187.14285714285714,182.38888888888889,191.0,209.8125,202.53333333333333,224.33333333333334,247.0,247.35714285714286,197.5,156.88888888888889
1158,25.87,56.16,18.29,35.32,7.58,20.84,15.87,20.68,8.35,24.45,11.06,9.87,5.35,3.68,16.65,24.65,56.23,17.48,35.84,7.16,20.39,13.32,17.61,9.52,24.26,12.06,12.0,4.0,3.29,18.1,130.14285714285714,117.92857142857143,105.0625,114.22222222222223,147.16666666666666,133.66666666666666,129.61111111111111,143.71428571428572,106.66666666666667,134.85714285714286,127.07142857142857,118.5,106.0,138.0,120.05555555555556,117.38888888888889,113.4,173.72727272727272,123.11111111111111,97.27272727272727,133.6875,130.53846153846155,129.33333333333334,160.35714285714286,82.4,96.9,107.42857142857143,119.625,108.11111111111111,82.33333333333333,130.1,150.86666666666667,115.33333333333333,160.1875,118.22222222222223,110.94444444444444,95.83333333333333,115.33333333333333,168.0625,75.85714285714286,112.92857142857143,152.6875,132.78571428571428,94.72222222222223,117.0,119.28571428571429,103.85714285714286,131.76923076923077,112.46666666666667,114.83333333333333,121.81818181818181,133.42857142857142,39.0,124.15384615384616,145.0,114.57142857142857,119.72222222222223,111.27777777777777,103.5,143.2,118.77777777777777,98.11111111111111,99.85714285714286,132.5625,136.61111111111111
1159,24.84,56.97,15.42,31.03,9.42,25.94,12.61,16.45,8.87,23.19,12.71,11.0,6.13,3.26,16.39,25.29,55.06,17.0,32.81,8.29,22.26,11.81,15.9,8.65,25.39,13.45,13.13,5.13,3.0,16.84,182.28571428571428,207.0,206.1875,213.77777777777777,209.83333333333334,207.73333333333332,221.38888888888889,211.14285714285714,210.2,206.71428571428572,197.14285714285714,192.5,203.92857142857142,140.0,222.11111111111111,225.77777777777777,213.26666666666668,153.1818181818182,193.55555555555554,196.63636363636363,205.875,230.69230769230768,222.93333333333334,211.0,202.8,191.6,233.14285714285714,214.125,217.11111111111111,169.33333333333334,204.2,194.06666666666666,229.11111111111111,204.6875,172.05555555555554,230.72222222222223,210.55555555555554,199.44444444444446,216.75,211.42857142857142,203.57142857142858,198.5,225.85714285714286,220.61111111111111,211.38888888888889,228.35714285714286,191.14285714285714,198.3846153846154,221.33333333333334,204.58333333333334,210.9090909090909,211.42857142857142,166.0,219.23076923076923,217.66666666666666,204.0,209.22222222222223,188.61111111111111,260.375,204.2,214.11111111111111,219.33333333333334,213.64285714285714,227.6875,219.61111111111111
1160,25.31,57.47,17.78,36.47,7.53,21.0,13.94,19.12,10.12,27.38,12.78,14.09,4.38,3.81,19.41,25.25,59.66,16.97,36.44,8.28,23.22,14.25,20.28,9.75,24.34,11.56,10.59,7.34,4.0,18.59,109.42857142857143,99.42857142857143,110.875,90.11111111111111,107.33333333333333,101.93333333333334,91.22222222222223,108.85714285714286,79.8,101.28571428571429,115.14285714285714,130.625,97.71428571428571,162.0,90.88888888888889,100.27777777777777,90.33333333333333,100.18181818181819,139.16666666666666,98.81818181818181,85.125,88.23076923076923,90.86666666666666,125.42857142857143,83.8,76.5,68.57142857142857,94.375,77.0,116.66666666666667,113.2,123.93333333333334,93.16666666666667,105.125,98.22222222222223,78.38888888888889,107.77777777777777,108.55555555555556,124.125,98.0,75.35714285714286,97.25,90.07142857142857,83.77777777777777,94.27777777777777,80.42857142857143,114.57142857142857,94.84615384615384,95.2,108.41666666666667,100.36363636363636,93.57142857142857,117.0,97.92307692307692,112.0,99.85714285714286,105.44444444444444,107.88888888888889,75.0625,102.53333333333333,85.88888888888889,78.0,96.21428571428571,112.25,117.44444444444444
1161,25.1,60.23,18.1,39.0,7.0,21.23,14.65,20.35,11.61,25.77,12.61,13.55,5.87,3.1,19.61,27.48,59.9,18.1,33.68,9.39,26.23,15.13,21.48,10.06,26.29,15.74,12.55,6.35,2.55,19.45,202.42857142857142,213.14285714285714,202.25,174.33333333333334,207.0,203.6,176.38888888888889,204.14285714285714,178.8,206.28571428571428,214.71428571428572,240.375,204.92857142857142,277.0,168.11111111111111,172.33333333333334,179.46666666666667,199.9090909090909,215.83333333333334,194.63636363636363,188.9375,172.46153846153845,169.53333333333333,195.78571428571428,208.6,213.6,181.57142857142858,187.6875,176.77777777777777,233.0,199.3,247.2,163.05555555555554,203.1875,204.94444444444446,154.66666666666666,206.55555555555554,188.16666666666666,198.875,196.42857142857142,174.21428571428572,213.625,162.35714285714286,159.33333333333334,175.38888888888889,163.0,209.14285714285714,208.46153846153845,165.4,208.25,186.54545454545453,206.14285714285714,265.0,180.6153846153846,214.66666666666666,220.0,188.72222222222223,210.72222222222223,111.5625,210.6,192.33333333333334,188.77777777777777,180.5,184.0625,209.27777777777777
1162,27.46,61.81,17.62,35.31,9.85,26.5,11.19,15.12,9.92,24.88,13.92,12.73,6.5,3.42,18.88,27.27,59.62,17.19,33.35,10.08,26.27,13.96,19.08,10.35,26.77,15.23,13.0,6.08,2.77,16.08,212.85714285714286,279.2142857142857,266.8125,316.55555555555554,217.0,225.86666666666667,247.16666666666666,211.14285714285714,315.8666666666667,222.28571428571428,224.07142857142858,220.125,260.42857142857144,208.0,274.6666666666667,211.27777777777777,309.8,269.09090909090907,190.0,291.27272727272725,293.25,297.53846153846155,227.73333333333332,211.28571428571428,304.4,327.4,302.85714285714283,273.8125,307.8888888888889,301.0,232.9,210.33333333333334,286.6111111111111,214.9375,212.88888888888889,303.6111111111111,233.38888888888889,222.55555555555554,228.1875,308.0,299.2857142857143,214.6875,301.2142857142857,298.72222222222223,213.05555555555554,318.14285714285717,202.85714285714286,261.9230769230769,297.06666666666666,254.33333333333334,206.8181818181818,214.28571428571428,311.0,297.84615384615387,212.0,197.57142857142858,232.77777777777777,201.94444444444446,319.8125,240.26666666666668,273.44444444444446,314.77777777777777,317.42857142857144,227.375,225.61111111111111
1163,23.81,57.25,17.09,36.66,6.72,20.59,13.81,18.53,10.5,23.84,10.44,12.59,5.94,3.72,18.5,25.12,58.0,16.12,33.28,9.0,24.72,13.88,19.66,11.59,25.19,13.75,12.5,5.09,3.03,17.0,174.28571428571428,155.42857142857142,144.625,112.55555555555556,158.91666666666666,139.2,114.88888888888889,165.0,98.33333333333333,154.0,162.28571428571428,186.75,122.78571428571429,166.0,97.66666666666667,99.0,98.13333333333334,139.63636363636363,162.61111111111111,98.0,106.6875,112.07692307692308,120.86666666666666,169.14285714285714,116.2,143.4,104.14285714285714,129.4375,95.44444444444444,167.66666666666666,158.4,177.0,109.5,124.4375,106.66666666666667,91.44444444444444,131.61111111111111,131.61111111111111,167.125,113.57142857142857,102.71428571428571,139.4375,98.42857142857143,113.05555555555556,103.5,97.07142857142857,154.0,126.3076923076923,77.0,148.75,122.72727272727273,155.14285714285714,172.0,137.46153846153845,192.66666666666666,161.0,135.94444444444446,125.05555555555556,81.25,136.86666666666667,125.77777777777777,105.22222222222223,111.0,149.375,165.61111111111111
1164,20.53,57.0,12.25,29.84,8.28,27.16,11.44,15.53,8.53,25.25,10.56,14.44,5.38,2.56,20.34,25.31,59.28,17.59,36.41,7.72,22.88,16.16,22.28,11.84,29.75,14.03,12.62,5.66,3.19,15.44,344.7142857142857,347.07142857142856,345.3125,344.22222222222223,344.0833333333333,342.4,344.72222222222223,344.7142857142857,340.53333333333336,344.42857142857144,344.0,343.875,345.14285714285717,350.0,343.94444444444446,347.1666666666667,346.6666666666667,343.8181818181818,343.6666666666667,341.90909090909093,345.8125,345.6923076923077,345.26666666666665,343.85714285714283,340.2,343.8,341.0,345.1875,340.77777777777777,342.3333333333333,338.1,346.06666666666666,346.27777777777777,341.5625,340.3888888888889,340.3333333333333,342.1111111111111,346.0,347.5,344.7142857142857,330.5,343.8125,345.07142857142856,337.6666666666667,344.55555555555554,344.42857142857144,344.57142857142856,344.46153846153845,346.8666666666667,343.75,345.3636363636364,344.2857142857143,344.0,346.38461538461536,346.6666666666667,344.85714285714283,346.3888888888889,345.3888888888889,343.9375,346.1333333333333,344.22222222222223,344.8888888888889,341.64285714285717,345.25,342.5
1165,26.44,57.56,18.89,34.96,7.56,22.59,14.78,20.22,8.37,25.63,15.78,13.33,5.07,3.22,17.78,29.11,63.41,19.81,39.74,9.3,23.67,13.26,18.26,11.11,25.89,14.59,11.33,6.63,3.63,18.81,206.71428571428572,250.64285714285714,247.5625,242.55555555555554,274.5,261.26666666666665,269.6666666666667,276.2857142857143,229.8,263.85714285714283,267.85714285714283,274.0,266.7142857142857,270.0,259.77777777777777,252.83333333333334,229.6,258.3636363636364,275.3333333333333,221.1818181818182,249.9375,244.30769230769232,283.8666666666667,258.7857142857143,247.6,274.4,249.0,257.625,255.88888888888889,300.0,304.3,271.6666666666667,260.1666666666667,273.625,267.8888888888889,251.88888888888889,255.77777777777777,255.44444444444446,283.75,253.14285714285714,208.0,264.0,253.14285714285714,245.55555555555554,263.1111111111111,248.28571428571428,274.2857142857143,247.76923076923077,223.06666666666666,251.33333333333334,266.54545454545456,273.2857142857143,250.0,230.92307692307693,257.6666666666667,272.2857142857143,261.22222222222223,264.5,282.125,263.8,265.0,266.1111111111111,228.0,271.9375,282.6666666666667
1166,30.55,61.58,20.19,34.06,10.35,27.52,12.52,16.71,7.19,28.71,17.84,11.35,5.48,2.45,15.32,27.97,63.87,20.03,39.97,7.94,23.9,11.26,15.45,9.42,25.74,14.19,11.61,6.16,2.94,16.55,27.285714285714285,27.785714285714285,27.25,26.22222222222222,16.166666666666668,37.46666666666667,25.61111111111111,17.285714285714285,37.733333333333334,22.428571428571427,23.5,25.125,27.5,18.0,28.666666666666668,32.27777777777778,27.066666666666666,21.545454545454547,24.944444444444443,26.363636363636363,27.0,32.30769230769231,16.375,23.714285714285715,29.4,30.7,37.57142857142857,25.1875,24.555555555555557,39.666666666666664,24.1,23.733333333333334,25.61111111111111,23.0,27.77777777777778,31.11111111111111,28.055555555555557,28.166666666666668,46.0,27.571428571428573,37.42857142857143,26.625,25.571428571428573,34.44444444444444,21.166666666666668,30.785714285714285,26.857142857142858,48.15384615384615,38.266666666666666,24.833333333333332,15.818181818181818,24.142857142857142,62.0,35.46153846153846,30.333333333333332,28.571428571428573,31.055555555555557,20.333333333333332,24.0,29.4,24.88888888888889,27.22222222222222,30.142857142857142,16.75,23.22222222222222
1167,22.56,54.96,16.52,34.74,6.04,20.22,13.07,19.11,10.85,24.11,12.41,13.89,5.63,2.7,20.81,22.74,52.93,14.78,30.48,7.96,22.44,16.63,23.63,9.67,24.52,12.96,12.93,6.19,2.89,19.41,242.14285714285714,225.5,217.75,231.44444444444446,237.75,229.0,218.11111111111111,242.85714285714286,224.46666666666667,238.42857142857142,245.0,250.125,198.35714285714286,228.0,202.72222222222223,216.16666666666666,228.4,229.36363636363637,235.94444444444446,225.1818181818182,235.25,221.30769230769232,209.86666666666667,253.0,240.2,242.7,226.14285714285714,208.5,242.44444444444446,268.0,275.1,237.66666666666666,196.33333333333334,260.5,248.55555555555554,196.33333333333334,190.72222222222223,214.83333333333334,250.625,237.14285714285714,178.42857142857142,226.8125,219.28571428571428,185.55555555555554,216.27777777777777,218.07142857142858,215.71428571428572,241.46153846153845,213.66666666666666,233.41666666666666,234.45454545454547,242.14285714285714,255.0,222.69230769230768,234.0,258.14285714285717,228.38888888888889,214.77777777777777,155.5625,234.73333333333332,244.0,228.55555555555554,207.07142857142858,217.0625,213.38888888888889
1168,24.83,52.66,19.69,37.69,5.14,14.97,17.86,24.24,8.31,25.59,12.38,14.48,6.41,3.34,18.24,24.62,58.28,17.62,38.97,7.0,19.31,15.41,20.28,10.41,23.03,12.72,12.97,5.69,3.69,20.21,242.85714285714286,166.28571428571428,180.875,133.44444444444446,180.5,174.6,188.22222222222223,173.42857142857142,145.13333333333333,153.42857142857142,179.92857142857142,174.25,146.64285714285714,207.0,175.5,217.83333333333334,146.93333333333334,168.1818181818182,226.0,142.27272727272728,168.625,168.30769230769232,197.26666666666668,157.92857142857142,138.2,125.2,142.85714285714286,175.0,134.0,175.33333333333334,211.8,198.73333333333332,163.0,207.5,200.44444444444446,149.38888888888889,168.94444444444446,202.33333333333334,187.6875,128.14285714285714,135.0,213.9375,145.71428571428572,171.66666666666666,199.55555555555554,140.64285714285714,167.57142857142858,180.30769230769232,122.46666666666667,155.91666666666666,191.0909090909091,171.85714285714286,124.0,177.76923076923077,172.0,185.0,209.77777777777777,221.27777777777777,137.875,174.66666666666666,159.88888888888889,135.33333333333334,129.0,186.75,201.16666666666666
1169,23.82,56.04,17.96,39.14,5.86,16.89,11.29,15.86,8.0,22.61,11.68,12.32,4.86,2.5,17.82,27.18,57.89,20.64,39.89,6.54,18.0,13.86,19.0,11.0,26.5,14.61,11.07,5.86,3.86,16.18,338.0,339.14285714285717,334.9375,336.1111111111111,324.75,337.26666666666665,323.55555555555554,319.0,342.3333333333333,328.42857142857144,326.64285714285717,331.375,330.92857142857144,337.0,323.94444444444446,310.1666666666667,337.2,326.54545454545456,328.44444444444446,338.3636363636364,336.1875,334.6923076923077,314.46666666666664,317.14285714285717,332.6,341.3,338.7142857142857,334.125,330.6666666666667,333.6666666666667,331.4,335.93333333333334,324.1666666666667,320.6875,328.8888888888889,333.27777777777777,313.8333333333333,328.27777777777777,332.25,335.42857142857144,346.35714285714283,328.25,330.7142857142857,336.94444444444446,314.8888888888889,335.35714285714283,314.2857142857143,338.0769230769231,340.53333333333336,337.5833333333333,323.27272727272725,317.14285714285717,342.0,338.46153846153845,326.0,329.57142857142856,329.27777777777777,325.5,314.875,333.4,332.1111111111111,331.44444444444446,337.35714285714283,312.125,318.77777777777777
1170,24.57,56.5,18.3,38.37,6.27,18.13,10.8,15.73,8.37,23.4,12.7,12.0,5.27,3.37,18.13,25.97,56.67,18.13,35.6,7.83,21.07,14.6,18.93,9.83,26.6,13.07,11.87,5.6,3.13,17.0,297.0,309.0,306.125,292.22222222222223,266.3333333333333,288.3333333333333,287.22222222222223,264.7142857142857,306.93333333333334,279.7142857142857,289.42857142857144,290.125,296.7857142857143,308.0,291.1666666666667,300.3888888888889,309.46666666666664,284.54545454545456,307.94444444444446,315.8181818181818,310.875,277.38461538461536,288.1333333333333,265.42857142857144,315.4,319.3,288.2857142857143,303.625,291.44444444444446,312.3333333333333,272.1,297.4,291.5,282.6875,290.72222222222223,296.77777777777777,266.3888888888889,285.94444444444446,294.625,315.42857142857144,288.7857142857143,276.8125,279.92857142857144,307.05555555555554,294.94444444444446,296.5,271.57142857142856,305.15384615384613,295.8666666666667,295.4166666666667,290.54545454545456,283.7142857142857,322.0,281.61538461538464,280.6666666666667,282.2857142857143,286.22222222222223,311.1111111111111,269.625,290.73333333333335,286.8888888888889,296.1111111111111,299.0,269.125,297.6111111111111
1171,23.96,53.81,16.62,33.42,7.35,20.38,12.54,17.65,7.81,23.23,13.08,13.62,5.54,3.19,15.88,27.23,57.46,19.08,34.27,8.15,23.19,11.5,14.73,8.69,24.77,14.27,12.35,6.23,2.88,17.04,331.57142857142856,313.85714285714283,310.75,319.8888888888889,280.3333333333333,311.6666666666667,313.1111111111111,272.85714285714283,329.53333333333336,260.2857142857143,288.2142857142857,279.125,291.7142857142857,287.0,315.0,290.44444444444446,308.6666666666667,288.27272727272725,262.1666666666667,294.90909090909093,318.75,328.61538461538464,291.93333333333334,278.35714285714283,328.0,340.4,326.85714285714283,310.5,330.6666666666667,332.3333333333333,307.0,290.8,317.3333333333333,294.1875,266.22222222222223,335.22222222222223,276.44444444444446,279.55555555555554,308.1875,326.7142857142857,338.57142857142856,306.25,327.42857142857144,331.8888888888889,285.8888888888889,332.7142857142857,268.14285714285717,310.61538461538464,293.46666666666664,299.5833333333333,274.09090909090907,273.42857142857144,325.0,324.2307692307692,311.6666666666667,272.7142857142857,286.27777777777777,269.44444444444446,327.0,308.1333333333333,319.8888888888889,333.6666666666667,315.42857142857144,285.6875,309.22222222222223
1172,27.34,56.66,16.66,29.34,10.69,27.31,11.06,13.88,6.91,25.91,16.84,9.56,4.78,1.97,15.03,24.25,55.47,15.94,31.88,8.31,23.59,10.75,15.88,7.91,23.53,12.69,10.69,4.75,2.5,15.84,89.42857142857143,85.28571428571429,102.0625,149.44444444444446,68.0,100.4,85.38888888888889,59.142857142857146,137.6,60.0,76.85714285714286,61.375,70.07142857142857,67.0,107.94444444444444,59.27777777777778,135.6,92.36363636363636,46.333333333333336,132.54545454545453,114.0625,119.07692307692308,69.125,78.64285714285714,100.2,128.0,118.14285714285714,90.25,116.66666666666667,82.0,81.4,63.8,111.94444444444444,76.1875,62.611111111111114,129.38888888888889,71.72222222222223,71.66666666666667,79.9375,108.57142857142857,129.42857142857142,69.4375,129.07142857142858,131.05555555555554,71.83333333333333,126.85714285714286,43.142857142857146,98.92307692307692,134.13333333333333,86.5,65.18181818181819,76.42857142857143,69.0,100.15384615384616,52.333333333333336,83.57142857142857,71.83333333333333,70.0,122.0625,79.93333333333334,86.77777777777777,118.0,138.92857142857142,68.5625,48.05555555555556
1173,25.94,53.9,17.94,30.16,8.0,23.74,12.52,17.13,7.74,23.48,15.74,13.74,5.23,2.52,16.48,26.58,56.61,18.13,34.55,8.45,22.06,11.84,16.55,8.94,22.68,14.74,12.52,6.0,2.39,17.42,65.85714285714286,149.21428571428572,141.4375,146.88888888888889,137.58333333333334,135.4,112.0,141.14285714285714,135.6,133.42857142857142,132.07142857142858,151.5,134.64285714285714,73.0,130.5,109.16666666666667,159.6,134.8181818181818,151.38888888888889,167.54545454545453,130.625,121.38461538461539,96.46666666666667,142.0,144.6,196.7,118.85714285714286,131.25,132.11111111111111,171.66666666666666,143.0,150.4,140.5,121.375,113.05555555555556,114.05555555555556,134.77777777777777,135.27777777777777,135.625,155.57142857142858,102.21428571428571,91.8125,123.85714285714286,96.88888888888889,105.55555555555556,125.5,135.57142857142858,116.07692307692308,156.73333333333332,142.5,113.72727272727273,146.28571428571428,169.0,138.6153846153846,148.66666666666666,144.71428571428572,125.05555555555556,118.22222222222223,99.75,128.86666666666667,127.33333333333333,137.11111111111111,155.35714285714286,119.0625,132.0
1174,25.45,56.48,19.58,38.65,5.87,17.84,12.81,19.42,9.1,25.16,11.23,10.58,4.71,2.23,16.71,26.39,57.77,18.03,35.19,8.35,22.58,12.42,17.1,8.94,25.84,13.77,9.97,5.19,3.16,18.26,249.57142857142858,251.92857142857142,244.1875,233.11111111111111,249.5,255.6,240.38888888888889,261.2857142857143,237.93333333333334,256.7142857142857,245.07142857142858,249.25,241.0,230.0,233.5,241.72222222222223,243.73333333333332,241.8181818181818,275.77777777777777,239.72727272727272,243.25,243.84615384615384,260.46666666666664,272.14285714285717,236.4,216.7,215.85714285714286,252.8125,219.66666666666666,226.33333333333334,247.7,258.4,235.94444444444446,243.375,213.27777777777777,232.88888888888889,218.22222222222223,240.0,250.625,221.85714285714286,244.0,254.5,227.21428571428572,242.66666666666666,227.44444444444446,230.64285714285714,245.57142857142858,255.3846153846154,231.2,240.16666666666666,236.45454545454547,257.85714285714283,245.0,246.07692307692307,231.33333333333334,248.85714285714286,246.0,239.22222222222223,230.25,252.8,238.22222222222223,227.66666666666666,226.78571428571428,266.4375,269.22222222222223
1175,23.07,55.2,17.0,36.9,6.07,18.3,10.97,15.73,10.1,22.53,10.6,15.4,5.53,2.53,17.6,27.0,57.3,16.97,31.53,10.03,25.77,14.4,20.47,11.57,24.33,15.33,12.33,7.7,3.47,15.17,348.57142857142856,349.14285714285717,349.5,350.22222222222223,350.3333333333333,350.26666666666665,350.1111111111111,350.57142857142856,350.73333333333335,350.57142857142856,350.07142857142856,350.625,349.7142857142857,348.0,349.05555555555554,348.72222222222223,350.1333333333333,348.90909090909093,346.27777777777777,341.0,349.0,350.6923076923077,349.46666666666664,350.42857142857144,351.0,350.1,350.0,349.75,350.77777777777777,349.3333333333333,347.1,350.6,349.1666666666667,350.1875,344.5,350.0,348.1666666666667,350.0,350.5,350.14285714285717,349.42857142857144,347.1875,349.2857142857143,348.22222222222223,350.3888888888889,350.35714285714283,349.14285714285717,350.6923076923077,350.4,350.9166666666667,350.72727272727275,350.57142857142856,351.0,350.0769230769231,351.0,350.14285714285717,350.3888888888889,349.94444444444446,347.5625,349.8,351.0,349.1111111111111,350.07142857142856,349.0625,348.6666666666667
1176,25.75,55.79,18.79,38.14,6.96,17.64,12.79,18.32,10.11,25.93,14.25,15.11,4.07,2.14,18.96,25.11,57.04,16.82,32.32,8.29,24.71,15.43,21.11,8.61,22.82,11.0,10.89,6.54,2.86,18.86,235.42857142857142,252.42857142857142,253.0625,244.11111111111111,250.83333333333334,248.8,242.05555555555554,229.42857142857142,245.2,228.42857142857142,257.2857142857143,248.875,241.64285714285714,239.0,237.66666666666666,235.38888888888889,247.8,224.45454545454547,226.0,245.0,246.625,242.92307692307693,242.2,243.07142857142858,212.0,237.4,216.28571428571428,248.5625,221.44444444444446,241.66666666666666,249.7,263.8666666666667,236.88888888888889,259.4375,246.83333333333334,239.44444444444446,223.11111111111111,227.77777777777777,255.375,208.28571428571428,263.42857142857144,259.5625,234.28571428571428,241.66666666666666,233.66666666666666,238.07142857142858,185.28571428571428,265.61538461538464,255.13333333333333,242.16666666666666,234.72727272727272,231.14285714285714,209.0,242.76923076923077,247.66666666666666,227.28571428571428,232.38888888888889,225.44444444444446,220.5625,254.06666666666666,235.22222222222223,221.11111111111111,242.85714285714286,236.75,272.8333333333333
1177,26.42,61.74,20.16,41.55,6.26,20.19,12.84,18.13,12.35,25.06,15.0,13.87,6.45,3.03,17.84,25.39,57.68,16.16,32.84,9.23,24.84,13.84,18.65,9.77,25.16,14.94,14.42,7.06,3.0,18.0,145.85714285714286,146.28571428571428,159.5625,159.0,108.5,129.2,129.83333333333334,102.28571428571429,173.13333333333333,100.71428571428571,111.07142857142857,148.625,127.85714285714286,142.0,134.16666666666666,122.05555555555556,148.8,114.0,110.72222222222223,143.8181818181818,139.75,131.15384615384616,109.66666666666667,101.0,159.2,211.8,133.57142857142858,145.125,130.22222222222223,168.0,121.6,126.06666666666666,136.72222222222223,104.875,102.72222222222223,155.16666666666666,120.77777777777777,111.5,117.875,161.57142857142858,188.92857142857142,116.625,116.92857142857143,192.94444444444446,119.55555555555556,146.78571428571428,108.28571428571429,127.61538461538461,140.73333333333332,136.91666666666666,111.0,106.0,234.0,143.23076923076923,103.66666666666667,123.14285714285714,107.94444444444444,110.94444444444444,136.6875,121.26666666666667,126.66666666666667,152.77777777777777,180.64285714285714,112.4375,124.16666666666667
