TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,BBT,BIH,BNM,BOB,BUR,CNG,COL,CPA,CPR,CRO,DC,DOK,DOL,DUN,EBB,HAT,HKB,KOS,KPK,KRA,LMC,LYN,MAS,MB,MOR,POM,REI,REW,ROG,RT,RTB,RTH,SAG,SE,SEL,SFX,SPW,STH,TMR,TW,WIL,WLK,WOB,WOL
1198,21.64,52.21,16.5,36.82,5.14,15.39,14.71,20.36,10.86,21.61,9.36,14.57,7.21,3.89,20.29,22.5,51.57,16.18,32.29,6.32,19.29,15.79,24.61,12.04,22.57,13.11,13.75,6.68,4.54,18.61,245.22222222222223,254.66666666666666,305.8,245.28571428571428,232.08333333333334,219.1,265.5,214.625,217.125,264.75,255.6,235.94444444444446,264.35714285714283,227.9375,263.0,300.8181818181818,243.54545454545453,286.1666666666667,252.1875,259.0,214.58333333333334,253.33333333333334,257.8421052631579,264.6875,239.47368421052633,244.0,239.0909090909091,301.2857142857143,291.0,223.35294117647058,290.4,266.57142857142856,241.1578947368421,251.05555555555554,268.45454545454544,228.5,275.6666666666667,257.2,233.3684210526316,282.44444444444446,270.0,255.83333333333334,259.0,272.57142857142856
1199,25.27,55.15,19.12,37.73,6.15,17.42,13.64,19.39,11.67,25.03,12.21,16.27,7.61,5.94,18.76,21.42,56.3,15.09,35.52,6.33,20.79,13.73,19.33,12.3,20.97,10.33,15.24,7.48,3.21,18.45,30.22222222222222,54.666666666666664,45.266666666666666,31.214285714285715,32.416666666666664,22.9,27.75,25.5,44.375,34.5,18.0,27.333333333333332,52.357142857142854,30.25,82.0,49.63636363636363,46.0,44.083333333333336,34.5,30.428571428571427,26.916666666666668,29.333333333333332,38.31578947368421,47.0625,24.263157894736842,26.63157894736842,26.0,42.857142857142854,53.285714285714285,23.352941176470587,43.2,36.42857142857143,30.57894736842105,45.333333333333336,37.81818181818182,16.666666666666668,36.333333333333336,27.2,38.68421052631579,21.11111111111111,42.46153846153846,27.666666666666668,29.428571428571427,49.857142857142854
1200,22.86,59.62,18.1,42.31,4.76,17.31,11.48,18.83,14.59,23.28,11.97,13.76,6.52,5.62,17.79,24.76,58.1,17.14,36.9,7.62,21.21,14.38,20.48,12.79,25.76,15.62,12.9,7.41,4.21,17.1,244.88888888888889,234.66666666666666,245.4,247.78571428571428,223.16666666666666,272.3,209.25,270.75,190.125,290.5,260.4,279.1666666666667,223.07142857142858,252.75,236.0,219.1818181818182,233.45454545454547,245.08333333333334,249.1875,204.14285714285714,263.9166666666667,255.0,243.68421052631578,229.1875,233.47368421052633,263.89473684210526,269.3636363636364,211.28571428571428,220.57142857142858,277.2352941176471,244.06666666666666,231.14285714285714,268.4736842105263,236.66666666666666,212.9090909090909,289.3333333333333,232.0,222.1,247.21052631578948,139.33333333333334,216.46153846153845,246.0,206.28571428571428,219.85714285714286
1201,22.45,55.19,16.55,36.39,5.9,18.81,14.32,19.94,10.48,20.77,11.39,10.71,7.03,3.16,19.9,22.74,50.68,17.19,33.71,5.55,16.97,15.77,23.16,11.0,25.52,12.26,14.23,4.06,3.06,18.1,190.88888888888889,205.0,159.0,186.21428571428572,191.5,157.9,227.0,158.625,196.125,218.75,227.2,163.66666666666666,200.0,167.5625,185.0,212.0,177.45454545454547,199.75,188.8125,206.28571428571428,162.33333333333334,155.66666666666666,189.57894736842104,192.9375,173.47368421052633,174.10526315789474,165.27272727272728,201.14285714285714,219.42857142857142,149.41176470588235,206.73333333333332,181.64285714285714,168.52631578947367,194.77777777777777,191.8181818181818,176.5,228.88888888888889,192.6,190.8421052631579,216.44444444444446,196.46153846153845,184.0,213.85714285714286,209.21428571428572
1202,21.45,52.1,14.79,32.55,6.66,19.55,14.07,19.72,11.1,22.52,10.41,13.97,5.1,3.28,19.28,22.97,52.66,17.86,36.21,5.1,16.45,14.72,20.69,10.24,22.24,11.83,12.24,6.66,2.62,19.48,232.33333333333334,213.22222222222223,214.0,235.64285714285714,242.58333333333334,227.4,230.75,231.125,227.0,215.75,239.0,224.94444444444446,208.21428571428572,229.375,250.0,250.0909090909091,223.63636363636363,222.58333333333334,233.6875,226.0,238.41666666666666,259.0,209.78947368421052,226.25,246.05263157894737,235.05263157894737,230.36363636363637,219.42857142857142,220.28571428571428,242.94117647058823,212.66666666666666,225.71428571428572,220.57894736842104,210.16666666666666,235.0909090909091,210.83333333333334,227.88888888888889,242.2,203.94736842105263,257.8888888888889,227.23076923076923,228.75,228.28571428571428,202.42857142857142
1203,23.65,55.65,19.48,42.87,4.16,12.77,10.52,15.84,12.42,20.55,12.32,13.16,6.61,3.71,17.74,23.65,52.65,17.68,36.84,5.97,15.81,13.48,19.1,11.29,22.29,12.84,13.71,6.19,3.74,16.03,198.11111111111111,195.66666666666666,199.26666666666668,183.42857142857142,192.0,180.2,189.5,184.0,162.375,248.0,190.8,178.16666666666666,200.42857142857142,168.375,136.0,195.0,176.63636363636363,216.83333333333334,160.6875,179.57142857142858,185.91666666666666,204.66666666666666,170.52631578947367,167.625,135.94736842105263,155.89473684210526,174.0,215.85714285714286,234.14285714285714,192.76470588235293,195.73333333333332,170.57142857142858,172.73684210526315,175.0,184.63636363636363,189.0,222.44444444444446,183.3,175.8421052631579,141.0,178.84615384615384,179.41666666666666,181.42857142857142,209.35714285714286
1204,24.25,52.93,18.96,37.5,5.29,15.43,11.57,17.39,9.25,21.57,11.96,14.89,7.54,2.25,19.29,24.25,52.64,18.21,34.04,6.04,18.61,13.75,19.89,10.36,22.71,13.36,15.04,6.07,2.07,17.68,235.33333333333334,253.44444444444446,238.53333333333333,257.92857142857144,252.33333333333334,249.9,223.875,247.0,220.75,208.25,199.8,257.22222222222223,239.35714285714286,255.8125,228.0,244.0909090909091,268.09090909090907,244.83333333333334,251.8125,216.57142857142858,247.58333333333334,252.0,263.1578947368421,248.25,272.7368421052632,262.0,245.27272727272728,220.14285714285714,241.85714285714286,242.52941176470588,237.33333333333334,240.5,263.36842105263156,245.77777777777777,235.27272727272728,217.16666666666666,218.88888888888889,225.5,250.0,205.0,240.53846153846155,238.0,219.0,226.92857142857142
1205,22.67,55.8,16.87,36.6,5.8,19.2,13.03,19.57,12.7,23.67,10.7,14.03,6.57,2.23,19.4,23.53,53.3,17.9,36.07,5.63,17.23,14.63,22.07,10.3,23.97,13.47,13.0,6.53,3.47,17.7,257.6666666666667,255.44444444444446,256.3333333333333,265.5,257.4166666666667,248.2,288.625,241.875,253.375,260.25,301.0,241.94444444444446,253.0,258.4375,259.0,278.54545454545456,251.36363636363637,242.75,265.625,288.2857142857143,232.75,279.0,258.63157894736844,279.25,235.52631578947367,260.5263157894737,220.54545454545453,256.0,249.28571428571428,250.76470588235293,257.06666666666666,270.7857142857143,251.94736842105263,262.77777777777777,277.72727272727275,214.83333333333334,266.8888888888889,273.1,258.7368421052632,308.8888888888889,277.7692307692308,239.16666666666666,291.0,256.0
1206,25.09,54.18,20.36,39.94,4.73,14.24,15.48,22.18,11.15,25.27,12.94,15.24,6.79,4.94,19.7,22.18,56.48,16.3,38.24,5.88,18.24,14.67,21.21,12.39,21.7,11.33,14.33,7.52,3.18,19.7,94.44444444444444,110.66666666666667,148.33333333333334,121.21428571428571,102.5,106.7,84.5,110.375,109.0,70.25,83.6,106.11111111111111,98.71428571428571,103.1875,54.0,114.27272727272727,121.27272727272727,93.16666666666667,126.5,93.14285714285714,99.41666666666667,74.0,102.21052631578948,130.625,72.84210526315789,90.78947368421052,113.27272727272727,76.71428571428571,71.85714285714286,139.64705882352942,123.0,121.92857142857143,116.26315789473684,132.83333333333334,99.36363636363636,103.0,68.77777777777777,98.8,128.73684210526315,118.22222222222223,117.84615384615384,103.33333333333333,89.85714285714286,105.42857142857143
1207,24.23,52.87,18.77,36.93,5.47,15.93,14.5,20.83,11.3,25.03,13.5,12.6,6.23,4.87,17.83,20.63,53.5,16.0,36.1,4.63,17.4,13.2,19.3,10.9,20.2,11.37,12.93,6.8,2.8,18.97,23.666666666666668,17.666666666666668,14.666666666666666,16.714285714285715,15.25,15.9,13.625,15.25,19.25,21.0,12.8,15.722222222222221,15.0,18.25,30.0,14.909090909090908,13.090909090909092,16.0,17.3125,16.428571428571427,15.583333333333334,16.0,17.105263157894736,21.625,35.68421052631579,18.94736842105263,15.090909090909092,13.428571428571429,21.571428571428573,27.352941176470587,21.533333333333335,14.428571428571429,14.68421052631579,19.5,12.0,18.666666666666668,16.333333333333332,18.5,19.842105263157894,23.11111111111111,13.76923076923077,15.916666666666666,15.857142857142858,18.214285714285715
1208,21.62,54.69,15.31,34.44,6.31,20.25,11.38,16.56,10.88,22.41,10.97,10.38,6.22,3.69,17.31,21.28,50.78,15.31,32.69,5.97,18.09,14.44,20.84,10.06,24.78,10.38,11.59,4.56,3.47,15.94,132.55555555555554,112.44444444444444,118.2,103.14285714285714,114.75,123.6,111.0,119.25,85.375,182.0,130.4,113.66666666666667,113.5,90.9375,192.0,99.63636363636364,106.0909090909091,114.83333333333333,98.3125,101.0,129.5,116.33333333333333,97.89473684210526,94.75,107.47368421052632,109.73684210526316,117.27272727272727,114.14285714285714,130.14285714285714,109.0,104.53333333333333,97.92857142857143,113.78947368421052,105.72222222222223,98.18181818181819,95.16666666666667,129.0,118.6,102.63157894736842,142.77777777777777,97.76923076923077,111.33333333333333,102.57142857142857,125.0
1209,24.78,56.88,19.62,40.59,5.16,16.28,12.94,19.72,11.47,24.53,12.62,11.62,9.28,5.25,16.09,20.78,54.19,14.28,33.88,6.5,20.31,11.19,16.44,11.25,23.75,12.03,15.0,5.66,4.03,16.97,97.33333333333333,134.22222222222223,132.6,125.14285714285714,103.91666666666667,90.1,132.0,91.5,178.625,88.5,118.0,107.83333333333333,128.85714285714286,108.5,46.0,144.0909090909091,121.36363636363636,112.91666666666667,133.0625,140.57142857142858,89.58333333333333,92.0,150.89473684210526,160.6875,114.0,96.36842105263158,91.18181818181819,121.0,101.42857142857143,135.52941176470588,149.33333333333334,141.21428571428572,127.78947368421052,166.38888888888889,125.9090909090909,80.0,114.55555555555556,91.7,160.78947368421052,142.11111111111111,151.07692307692307,97.16666666666667,137.57142857142858,132.21428571428572
1210,22.58,52.87,17.48,36.52,5.1,16.35,9.94,15.19,10.97,24.1,10.97,14.45,5.19,4.9,16.55,21.58,53.48,15.16,35.0,6.42,18.48,13.0,18.06,9.87,21.74,12.13,11.19,6.81,3.32,15.77,163.22222222222223,146.44444444444446,97.33333333333333,131.28571428571428,141.83333333333334,133.8,175.5,133.25,159.875,225.75,194.8,117.55555555555556,155.78571428571428,131.25,155.0,156.8181818181818,137.36363636363637,174.33333333333334,141.8125,162.85714285714286,132.0,165.33333333333334,130.3684210526316,144.375,119.10526315789474,115.15789473684211,113.63636363636364,169.71428571428572,190.42857142857142,143.05882352941177,161.4,133.0,118.36842105263158,134.16666666666666,153.0,157.83333333333334,200.66666666666666,155.4,134.6315789473684,154.22222222222223,148.0,135.16666666666666,165.71428571428572,150.07142857142858
1211,24.94,52.71,18.55,35.71,6.39,17.0,17.71,24.77,10.97,26.16,13.74,13.35,6.81,3.29,15.16,23.55,56.94,17.55,37.71,6.0,19.23,10.1,15.1,10.03,20.58,11.29,13.13,7.19,2.45,20.68,20.88888888888889,30.11111111111111,30.4,21.642857142857142,24.5,30.8,19.0,30.0,26.125,14.5,26.2,34.0,28.714285714285715,24.9375,58.0,10.0,23.636363636363637,13.583333333333334,25.25,20.857142857142858,27.5,26.333333333333332,27.68421052631579,24.0,22.842105263157894,27.63157894736842,30.636363636363637,18.857142857142858,12.0,26.41176470588235,19.866666666666667,24.285714285714285,34.0,32.666666666666664,17.727272727272727,30.166666666666668,13.777777777777779,20.9,29.894736842105264,29.555555555555557,24.307692307692307,25.833333333333332,21.571428571428573,31.642857142857142
1212,18.61,51.86,14.5,36.93,4.11,14.93,12.71,18.5,9.89,22.61,8.79,16.04,4.82,3.61,16.46,26.64,59.04,21.04,41.68,5.61,17.36,12.57,18.43,12.89,25.75,14.43,11.61,8.46,3.82,17.43,343.22222222222223,335.3333333333333,344.3333333333333,339.0,345.0,345.0,338.375,345.0,338.5,344.5,334.6,344.6111111111111,338.07142857142856,344.375,341.5,336.1818181818182,342.90909090909093,342.5,331.0625,338.14285714285717,345.0,345.0,342.36842105263156,328.75,343.6842105263158,344.5263157894737,345.0,336.7142857142857,338.0,344.5882352941176,333.6,343.7142857142857,336.63157894736844,322.1666666666667,343.27272727272725,345.0,336.44444444444446,343.6,338.3157894736842,300.3333333333333,335.6923076923077,345.0,338.14285714285717,330.7142857142857
1214,22.61,56.15,17.06,36.79,5.55,19.36,13.91,21.73,12.21,23.94,10.67,14.15,6.85,4.85,18.39,22.39,56.64,15.64,37.61,6.76,19.03,15.27,21.18,13.27,25.27,11.12,15.09,5.58,2.58,19.27,284.8888888888889,293.8888888888889,278.73333333333335,298.42857142857144,292.8333333333333,288.3,303.25,286.0,300.875,259.5,294.8,274.6111111111111,299.57142857142856,280.5625,209.0,319.45454545454544,280.72727272727275,301.3333333333333,297.875,301.0,282.1666666666667,236.0,276.3157894736842,300.5625,258.63157894736844,259.4736842105263,284.6363636363636,295.57142857142856,278.57142857142856,300.05882352941177,310.93333333333334,294.2142857142857,281.6842105263158,293.6666666666667,295.45454545454544,277.1666666666667,293.6666666666667,290.0,280.36842105263156,321.3333333333333,299.3076923076923,289.6666666666667,300.85714285714283,293.5
1216,21.1,50.97,13.74,27.23,7.35,23.74,10.45,15.68,7.16,21.81,13.1,15.42,6.61,2.06,19.81,22.94,51.0,16.58,33.58,6.35,17.42,15.0,21.87,10.1,25.87,12.45,15.39,6.74,2.94,18.61,317.22222222222223,333.0,322.6666666666667,334.57142857142856,331.6666666666667,317.5,323.125,322.125,321.625,301.75,296.0,323.3888888888889,328.07142857142856,319.0625,339.5,332.6363636363636,332.8181818181818,327.1666666666667,333.3125,319.85714285714283,322.5,303.0,320.63157894736844,331.75,317.0,323.7894736842105,322.27272727272725,325.14285714285717,328.7142857142857,327.2352941176471,339.6,328.42857142857144,328.57894736842104,331.77777777777777,331.0,310.3333333333333,320.77777777777777,323.2,325.89473684210526,317.77777777777777,330.61538461538464,327.0,321.0,330.2857142857143
1217,22.03,47.45,16.24,31.14,5.79,16.31,15.21,20.28,8.55,24.38,12.9,12.52,5.86,4.41,15.17,20.45,50.62,15.9,37.07,4.55,13.55,9.59,14.72,8.86,19.1,9.69,12.07,5.41,3.07,18.48,23.333333333333332,26.444444444444443,25.266666666666666,50.0,42.0,46.3,34.0,50.0,44.625,28.25,42.0,52.888888888888886,26.571428571428573,64.75,10.0,45.81818181818182,38.54545454545455,40.333333333333336,39.8125,35.0,43.833333333333336,49.666666666666664,36.94736842105263,38.5,54.421052631578945,38.36842105263158,58.72727272727273,20.571428571428573,18.571428571428573,66.29411764705883,39.86666666666667,40.785714285714285,44.0,32.94444444444444,38.72727272727273,73.33333333333333,26.333333333333332,30.5,34.473684210526315,27.22222222222222,39.69230769230769,43.333333333333336,37.0,18.5
1218,25.83,56.27,20.7,40.73,5.13,15.53,16.37,24.47,11.6,24.73,14.87,15.27,5.63,3.2,19.6,26.57,61.33,19.77,41.67,6.8,19.67,15.5,21.83,12.8,22.4,14.9,12.47,6.73,3.4,21.33,188.77777777777777,204.44444444444446,213.2,183.14285714285714,167.66666666666666,198.8,172.125,190.75,177.875,182.5,167.8,206.83333333333334,196.07142857142858,176.1875,244.0,170.63636363636363,202.63636363636363,173.91666666666666,178.3125,169.85714285714286,209.33333333333334,192.33333333333334,185.3684210526316,168.5625,170.31578947368422,196.3684210526316,200.63636363636363,163.85714285714286,164.71428571428572,204.52941176470588,177.46666666666667,181.57142857142858,212.57894736842104,196.5,166.0909090909091,174.66666666666666,163.33333333333334,185.5,193.8421052631579,141.33333333333334,167.76923076923077,191.41666666666666,169.71428571428572,194.71428571428572
1219,23.48,54.07,14.97,33.07,8.52,21.0,14.14,20.52,10.72,22.83,12.17,12.66,5.21,2.76,18.9,24.55,55.24,17.38,34.24,7.17,21.0,15.14,22.45,12.07,23.07,13.83,11.48,6.62,3.14,17.93,252.33333333333334,281.8888888888889,260.46666666666664,265.64285714285717,243.91666666666666,241.8,282.875,244.625,228.5,230.25,266.2,249.66666666666666,277.42857142857144,243.0625,261.0,279.09090909090907,261.27272727272725,242.33333333333334,272.625,280.7142857142857,232.41666666666666,231.33333333333334,274.63157894736844,283.125,241.42105263157896,245.3684210526316,224.45454545454547,260.7142857142857,258.57142857142856,217.94117647058823,265.4,268.2857142857143,262.05263157894734,292.1111111111111,278.27272727272725,202.33333333333334,262.6666666666667,260.5,268.8421052631579,280.1111111111111,281.0,241.41666666666666,281.2857142857143,283.92857142857144
1220,21.88,54.12,17.03,39.56,4.84,14.56,16.75,23.34,11.94,21.47,12.16,13.81,7.66,2.62,18.59,23.59,51.59,17.75,34.91,5.84,16.69,14.19,20.44,9.97,23.72,14.88,15.41,6.88,4.38,20.97,230.22222222222223,247.22222222222223,203.6,228.42857142857142,198.41666666666666,200.1,258.75,205.625,259.375,238.5,282.8,195.83333333333334,254.78571428571428,174.0,235.0,282.90909090909093,217.36363636363637,251.58333333333334,227.5,252.28571428571428,195.33333333333334,179.33333333333334,216.78947368421052,240.625,176.31578947368422,189.21052631578948,192.45454545454547,248.57142857142858,256.0,196.64705882352942,281.73333333333335,228.35714285714286,199.26315789473685,238.55555555555554,246.72727272727272,197.33333333333334,262.1111111111111,234.1,217.47368421052633,246.88888888888889,248.15384615384616,208.5,255.42857142857142,259.64285714285717
1221,23.21,53.97,17.48,37.1,5.72,16.86,12.9,17.9,9.97,24.59,12.66,13.66,5.76,4.45,17.66,24.03,57.14,17.93,37.14,6.1,20.0,12.66,17.62,11.07,23.21,13.48,11.66,6.17,3.34,16.86,214.33333333333334,206.33333333333334,225.4,226.71428571428572,224.66666666666666,242.7,211.125,245.625,244.875,178.75,202.4,226.05555555555554,210.0,229.875,224.0,220.72727272727272,224.72727272727272,194.5,220.75,212.85714285714286,238.66666666666666,210.0,213.52631578947367,217.75,227.68421052631578,226.6315789473684,236.45454545454547,201.57142857142858,194.14285714285714,210.8235294117647,233.93333333333334,211.35714285714286,232.10526315789474,211.11111111111111,221.0909090909091,233.33333333333334,185.11111111111111,227.8,212.05263157894737,152.0,211.15384615384616,224.5,215.0,197.0
1222,26.28,57.03,20.83,41.52,5.45,15.52,13.1,18.76,11.97,24.52,12.97,14.69,5.17,4.9,16.83,26.34,60.38,19.86,42.24,6.48,18.14,12.1,17.83,12.48,21.83,13.28,11.83,7.62,3.55,16.93,197.22222222222223,179.22222222222223,161.13333333333333,149.07142857142858,173.25,182.5,175.875,171.125,158.375,180.5,195.2,153.27777777777777,185.85714285714286,166.875,134.0,169.1818181818182,141.54545454545453,163.25,145.6875,167.85714285714286,175.75,156.66666666666666,183.0,151.4375,190.10526315789474,182.1578947368421,178.54545454545453,162.71428571428572,172.57142857142858,148.64705882352942,162.33333333333334,151.28571428571428,153.89473684210526,172.77777777777777,163.27272727272728,212.5,180.66666666666666,183.7,168.0,175.33333333333334,160.30769230769232,183.41666666666666,172.57142857142858,200.71428571428572
1223,24.3,59.59,19.19,43.78,5.11,15.81,15.93,23.48,12.56,21.85,11.63,15.96,6.63,1.52,22.41,27.56,57.33,21.19,40.19,6.37,17.15,18.11,26.56,12.41,27.22,14.96,16.22,7.89,4.26,19.89,317.6666666666667,286.77777777777777,323.6666666666667,298.7142857142857,301.0833333333333,329.0,306.25,328.625,322.875,314.25,306.4,322.8888888888889,295.2142857142857,324.1875,304.5,292.90909090909093,296.1818181818182,276.0833333333333,297.75,307.85714285714283,323.8333333333333,328.0,311.7894736842105,284.5625,328.36842105263156,325.5263157894737,311.8181818181818,295.2857142857143,284.57142857142856,303.8235294117647,276.2,310.7857142857143,309.42105263157896,291.1111111111111,307.72727272727275,313.1666666666667,295.6666666666667,316.3,297.42105263157896,223.33333333333334,286.0,303.8333333333333,310.57142857142856,309.42857142857144
1224,19.67,51.73,15.13,37.5,4.53,14.23,16.07,23.83,12.47,21.9,9.0,16.9,6.03,2.97,22.2,22.73,51.3,17.0,34.13,5.73,17.17,19.17,27.33,10.9,23.23,13.03,14.13,6.47,4.2,18.57,307.6666666666667,307.8888888888889,295.3333333333333,311.7142857142857,292.6666666666667,316.1,306.0,312.375,312.125,311.75,304.0,312.6666666666667,309.85714285714283,319.6875,288.0,311.90909090909093,309.90909090909093,311.8333333333333,302.5,309.2857142857143,311.5,318.3333333333333,312.42105263157896,308.0,318.36842105263156,318.5263157894737,306.27272727272725,310.57142857142856,306.42857142857144,320.70588235294116,312.26666666666665,305.07142857142856,319.2105263157895,317.3888888888889,305.90909090909093,323.8333333333333,307.44444444444446,305.1,315.8421052631579,256.44444444444446,307.6923076923077,302.75,309.14285714285717,306.85714285714283
1225,24.03,50.9,17.48,34.14,6.55,16.76,14.31,21.14,9.72,24.62,14.55,13.31,4.69,4.03,17.07,24.14,56.76,17.41,37.14,6.72,19.62,12.07,18.07,11.45,20.83,12.31,10.83,5.76,2.93,18.24,154.22222222222223,175.22222222222223,149.93333333333334,160.0,158.16666666666666,140.3,169.25,132.375,188.0,132.75,131.0,150.05555555555554,165.71428571428572,138.8125,176.0,177.8181818181818,161.45454545454547,163.08333333333334,165.0625,162.42857142857142,134.66666666666666,121.0,159.42105263157896,176.75,187.57894736842104,151.31578947368422,171.45454545454547,173.71428571428572,177.0,150.94117647058823,174.0,162.71428571428572,149.26315789473685,178.16666666666666,180.0909090909091,167.66666666666666,160.22222222222223,174.9,166.57894736842104,180.0,171.3846153846154,166.16666666666666,164.57142857142858,177.92857142857142
1226,22.79,54.93,16.31,36.14,6.48,18.79,12.97,18.76,10.93,19.41,11.69,14.14,6.97,2.21,19.79,24.66,51.48,17.34,32.9,7.31,18.59,16.69,22.93,10.24,24.24,12.52,15.07,6.45,3.28,19.45,295.1111111111111,302.3333333333333,276.6666666666667,287.7142857142857,296.4166666666667,290.0,279.5,290.75,265.625,299.0,260.8,295.3888888888889,292.14285714285717,287.6875,277.0,281.27272727272725,285.3636363636364,284.5,286.875,271.14285714285717,297.75,306.3333333333333,291.89473684210526,281.375,317.4736842105263,302.8421052631579,286.8181818181818,290.85714285714283,291.57142857142856,274.94117647058823,286.6,281.2142857142857,290.05263157894734,285.6111111111111,283.54545454545456,295.6666666666667,276.44444444444446,294.8,287.2105263157895,252.0,280.46153846153845,298.6666666666667,269.42857142857144,289.2142857142857
1227,21.25,53.68,14.75,33.86,6.5,19.82,11.93,17.71,12.18,21.89,11.14,14.54,4.89,2.82,19.36,24.07,52.07,18.29,36.79,5.79,15.29,14.86,22.75,10.0,23.64,12.79,11.61,6.93,4.54,17.5,277.3333333333333,262.55555555555554,229.2,273.42857142857144,259.5,271.5,282.0,274.75,236.0,299.5,307.8,279.22222222222223,275.2857142857143,262.9375,278.0,298.8181818181818,268.6363636363636,301.9166666666667,278.5625,262.85714285714283,269.9166666666667,279.3333333333333,274.7368421052632,268.625,273.94736842105266,291.05263157894734,282.27272727272725,294.2857142857143,297.85714285714283,272.88235294117646,290.8666666666667,259.5,261.4736842105263,244.38888888888889,263.90909090909093,277.5,295.1111111111111,262.1,255.26315789473685,252.44444444444446,268.6923076923077,286.6666666666667,270.14285714285717,280.2142857142857
1228,23.97,54.41,18.16,35.31,5.81,19.09,11.81,16.53,10.0,22.66,12.5,13.44,5.06,4.12,17.66,22.25,51.84,15.75,34.69,6.5,17.16,13.22,18.78,9.31,22.0,11.84,13.28,6.25,2.44,17.12,65.77777777777777,35.0,41.666666666666664,37.92857142857143,45.416666666666664,53.4,50.75,51.625,20.375,121.0,77.8,57.27777777777778,36.57142857142857,47.8125,11.0,38.45454545454545,27.90909090909091,49.416666666666664,42.375,38.714285714285715,66.83333333333333,74.33333333333333,37.26315789473684,30.4375,56.21052631578947,50.94736842105263,51.63636363636363,50.57142857142857,51.0,63.294117647058826,35.8,33.07142857142857,42.526315789473685,34.44444444444444,34.45454545454545,68.66666666666667,69.44444444444444,54.6,39.89473684210526,48.0,30.615384615384617,53.5,44.0,34.57142857142857
1229,22.58,52.09,14.55,29.97,8.03,22.12,15.15,20.12,8.88,26.3,12.82,11.82,5.0,3.36,16.7,22.67,55.58,15.64,35.42,7.03,20.15,12.03,17.18,9.61,23.12,11.79,11.15,5.42,2.39,18.76,115.33333333333333,111.77777777777777,111.13333333333334,96.0,92.75,94.6,97.375,90.125,67.75,97.25,109.6,110.66666666666667,113.5,114.75,126.0,117.0909090909091,98.81818181818181,105.25,116.375,97.42857142857143,101.41666666666667,99.33333333333333,129.52631578947367,122.0,123.26315789473684,111.78947368421052,94.45454545454545,113.71428571428571,102.42857142857143,113.41176470588235,109.66666666666667,122.0,111.89473684210526,137.27777777777777,103.81818181818181,115.16666666666667,107.77777777777777,105.5,145.0,114.77777777777777,108.0,96.91666666666667,95.85714285714286,133.92857142857142
1231,25.97,53.3,19.58,38.55,6.39,14.76,18.94,24.85,10.79,24.12,13.42,12.76,6.42,3.36,17.58,23.21,55.09,17.12,37.64,6.09,17.45,13.03,18.85,10.94,19.64,10.58,13.58,6.76,4.03,20.7,14.666666666666666,8.555555555555555,9.533333333333333,12.642857142857142,9.916666666666666,9.3,20.25,9.0,6.25,11.5,14.6,16.944444444444443,10.0,17.625,1.0,16.90909090909091,6.818181818181818,11.916666666666666,16.5625,14.285714285714286,10.333333333333334,10.333333333333334,20.894736842105264,16.9375,14.526315789473685,15.578947368421053,8.090909090909092,12.714285714285714,17.571428571428573,15.411764705882353,15.666666666666666,7.642857142857143,20.842105263157894,21.166666666666668,11.272727272727273,15.5,20.333333333333332,16.0,20.526315789473685,23.0,9.615384615384615,9.333333333333334,14.428571428571429,12.142857142857142
1232,21.87,52.42,15.68,34.52,6.19,17.9,14.32,19.68,8.87,24.03,11.9,12.32,5.77,3.13,16.77,22.97,53.71,16.97,37.16,6.0,16.55,13.13,17.74,8.97,24.65,12.13,12.26,5.87,2.61,18.77,145.88888888888889,89.0,96.46666666666667,108.21428571428571,118.16666666666667,144.7,116.25,145.25,117.375,151.5,150.0,141.16666666666666,99.21428571428571,120.8125,76.0,116.18181818181819,101.45454545454545,126.58333333333333,111.8125,111.71428571428571,138.33333333333334,131.66666666666666,104.42105263157895,92.0,104.6842105263158,123.10526315789474,149.36363636363637,126.28571428571429,121.14285714285714,133.94117647058823,92.8,105.0,114.94736842105263,93.27777777777777,109.36363636363636,150.0,145.66666666666666,133.2,100.73684210526316,123.11111111111111,96.84615384615384,139.58333333333334,110.0,101.0
1233,30.94,61.34,23.19,41.62,7.75,19.72,13.62,19.03,10.78,23.97,19.34,12.38,7.22,2.12,16.88,26.72,59.38,19.53,39.09,7.19,20.28,11.94,17.03,11.53,22.31,14.16,15.94,5.38,3.06,17.81,37.666666666666664,43.44444444444444,57.53333333333333,69.64285714285714,60.166666666666664,44.1,58.375,44.5,50.125,26.25,50.0,46.27777777777778,50.57142857142857,68.375,15.0,74.36363636363636,55.63636363636363,44.916666666666664,54.5,70.57142857142857,40.5,67.0,57.1578947368421,64.875,50.68421052631579,49.73684210526316,44.63636363636363,49.714285714285715,39.285714285714285,53.294117647058826,62.93333333333333,64.64285714285714,50.421052631578945,54.27777777777778,68.0,45.0,44.55555555555556,52.7,56.421052631578945,55.666666666666664,63.69230769230769,45.916666666666664,68.14285714285714,41.285714285714285
