TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,BOB,BPI,CPA,CPR,DOK,DUN,LYN,MB,MOR,REI,REW,RTB,RTH,SAG,SE,SEL,SPW,STH,TOL,WIL,WOL
1161,23.67,55.2,17.5,37.77,6.17,17.43,15.37,21.33,10.83,21.63,10.93,13.5,5.83,2.4,19.43,26.27,53.77,19.37,35.2,6.9,18.57,14.47,20.87,9.8,23.5,13.6,13.6,5.77,3.77,18.97,183.21428571428572,219.08333333333334,173.0,183.0,185.44444444444446,182.69230769230768,188.2,187.85714285714286,184.05263157894737,197.77777777777777,234.0909090909091,155.625,193.7,173.77777777777777,187.94444444444446,198.4,202.5,158.5,204.0,191.14285714285714,227.6
1162,21.5,53.18,16.57,37.64,4.93,15.54,12.39,18.54,10.93,23.14,11.57,14.07,6.61,1.93,18.75,20.93,51.21,15.43,33.21,5.5,18.0,14.79,20.46,10.61,24.39,11.57,15.18,7.71,3.75,18.71,277.85714285714283,272.1666666666667,282.0,293.0,287.6666666666667,260.3076923076923,252.2,271.5,295.6842105263158,281.55555555555554,284.0,261.1875,281.5,289.5,286.22222222222223,284.7,263.7,289.7,258.3333333333333,266.7142857142857,286.0
1163,27.39,58.26,22.65,44.58,4.74,13.68,17.81,26.29,14.23,28.52,15.39,12.68,5.81,8.0,12.9,24.45,64.84,18.26,45.06,6.19,19.77,8.87,12.52,13.1,21.35,12.19,12.03,6.58,3.74,20.87,5.071428571428571,3.0,4.0,4.0,5.666666666666667,5.230769230769231,3.533333333333333,3.0714285714285716,5.947368421052632,4.444444444444445,2.909090909090909,6.9375,3.1,6.222222222222222,6.611111111111111,2.0,7.2,3.9,5.333333333333333,3.5,2.7
1164,22.48,55.26,16.84,38.48,5.65,16.77,12.26,17.16,10.55,20.39,9.61,12.58,7.97,1.45,16.23,24.35,55.1,17.06,33.19,7.29,21.9,11.35,17.29,13.58,24.87,14.58,15.87,5.55,3.35,16.48,269.7142857142857,277.4166666666667,272.0,269.0,275.6666666666667,282.9230769230769,293.93333333333334,293.64285714285717,309.57894736842104,267.8888888888889,283.0,263.375,295.4,277.77777777777777,284.3888888888889,278.9,291.8,302.3,306.1666666666667,294.7142857142857,279.2
1165,26.17,55.38,18.69,37.03,7.48,18.34,13.38,18.14,10.24,25.07,15.41,13.07,6.76,3.93,18.14,23.31,55.72,18.17,39.14,5.14,16.59,13.21,19.0,10.83,21.62,11.66,13.69,6.17,3.24,18.45,115.78571428571429,134.16666666666666,105.0,126.0,122.0,111.46153846153847,142.6,128.42857142857142,105.84210526315789,104.77777777777777,109.72727272727273,112.5625,122.3,128.83333333333334,131.27777777777777,118.9,126.2,119.6,140.66666666666666,128.35714285714286,120.2
1166,24.55,55.03,16.58,34.24,7.97,20.79,16.55,22.03,9.79,22.73,13.97,12.33,8.21,4.0,19.0,22.58,53.67,16.45,36.0,6.12,17.67,14.09,20.48,11.88,24.06,12.15,16.27,5.91,2.91,19.12,59.07142857142857,46.25,56.0,68.0,63.111111111111114,62.84615384615385,45.6,63.357142857142854,73.05263157894737,62.44444444444444,49.63636363636363,67.375,62.5,55.55555555555556,58.666666666666664,55.3,51.9,75.2,60.166666666666664,64.64285714285714,55.6
1167,22.28,56.69,15.9,36.62,6.38,20.07,13.72,20.24,12.66,19.72,10.59,13.17,5.45,2.28,18.34,25.38,54.76,18.86,37.97,6.52,16.79,14.93,20.52,12.07,24.55,14.34,13.97,5.24,3.55,17.45,308.5,316.6666666666667,283.0,276.0,282.94444444444446,294.2307692307692,274.4,288.2857142857143,300.63157894736844,293.77777777777777,309.90909090909093,304.75,279.7,292.55555555555554,292.1111111111111,290.6,311.0,282.0,304.1666666666667,286.42857142857144,298.2
1168,25.29,58.81,17.26,35.16,8.03,23.65,13.61,19.1,11.61,21.65,12.84,13.13,6.61,3.55,18.39,26.81,58.65,19.68,39.32,7.13,19.32,13.32,19.45,13.42,24.52,14.19,14.94,5.68,1.9,17.39,198.28571428571428,211.83333333333334,206.0,201.0,174.44444444444446,194.53846153846155,192.8,191.71428571428572,192.47368421052633,182.44444444444446,216.45454545454547,179.25,190.2,185.77777777777777,189.33333333333334,185.2,190.3,216.9,199.33333333333334,185.35714285714286,192.4
1169,26.48,58.1,19.45,38.55,7.03,19.55,13.76,19.93,12.9,24.03,14.1,17.59,8.83,2.62,21.97,23.03,54.97,16.21,33.97,6.83,21.0,17.28,23.52,11.38,22.1,13.28,17.21,7.45,2.59,18.24,194.0,213.83333333333334,121.0,140.0,159.55555555555554,140.3846153846154,167.46666666666667,205.57142857142858,142.3684210526316,149.44444444444446,208.8181818181818,145.4375,165.4,169.77777777777777,210.44444444444446,165.8,211.9,162.4,267.6666666666667,210.92857142857142,176.1
1170,19.79,49.41,14.52,34.79,5.28,14.62,12.1,17.48,8.55,20.07,10.28,14.48,4.45,1.59,18.0,25.93,53.17,18.62,34.24,7.31,18.93,13.24,19.0,10.72,23.9,15.79,11.72,6.69,4.79,17.21,339.7857142857143,344.0833333333333,338.0,342.0,330.05555555555554,328.84615384615387,332.1333333333333,333.35714285714283,335.8421052631579,334.8888888888889,343.09090909090907,327.5625,335.1,331.3888888888889,331.72222222222223,337.1,341.5,335.4,339.1666666666667,328.85714285714283,337.5
1171,22.41,55.56,17.26,40.22,5.15,15.33,11.3,17.37,10.96,21.41,9.37,13.96,6.52,4.33,20.04,23.74,52.22,18.56,38.78,5.19,13.44,15.85,22.41,10.44,25.41,12.67,14.0,6.81,3.19,16.04,330.64285714285717,334.0,319.0,317.0,326.05555555555554,283.7692307692308,308.3333333333333,327.2142857142857,294.3157894736842,319.1111111111111,326.09090909090907,305.75,322.7,333.55555555555554,334.8888888888889,327.8,323.7,310.1,336.5,329.64285714285717,330.7
1172,27.16,62.47,18.53,37.94,8.62,24.53,14.53,20.53,13.31,25.75,13.94,12.16,7.75,3.19,20.12,21.5,54.75,15.28,35.84,6.22,18.91,15.78,22.78,11.72,25.28,9.78,16.97,5.41,2.56,18.88,46.42857142857143,54.25,57.0,64.0,41.388888888888886,58.23076923076923,45.6,44.07142857142857,32.473684210526315,44.22222222222222,32.72727272727273,39.3125,47.8,33.166666666666664,31.555555555555557,54.6,31.4,66.5,33.0,45.857142857142854,31.0
1173,23.94,55.94,18.42,39.27,5.52,16.67,14.12,21.88,13.76,24.21,14.06,13.79,6.33,3.52,19.0,20.88,52.67,14.55,32.67,6.33,20.0,13.42,19.15,10.24,22.45,11.82,14.76,4.97,3.64,18.33,47.92857142857143,25.333333333333332,68.0,47.0,67.66666666666667,73.15384615384616,53.86666666666667,42.142857142857146,71.78947368421052,75.77777777777777,19.545454545454547,72.125,55.4,52.05555555555556,37.72222222222222,38.8,21.4,70.6,24.5,35.57142857142857,28.9
1174,22.97,55.56,15.75,33.81,7.22,21.75,14.78,21.03,10.28,23.75,13.09,13.0,5.62,2.84,18.16,25.5,57.41,19.88,40.78,5.62,16.62,13.5,19.69,11.72,25.72,12.28,13.03,6.12,2.09,19.41,215.5,207.66666666666666,219.0,207.0,229.05555555555554,200.46153846153845,198.13333333333333,199.78571428571428,187.1578947368421,219.44444444444446,189.27272727272728,195.25,212.1,223.72222222222223,220.38888888888889,217.5,223.6,237.1,207.0,206.64285714285714,217.3
1175,21.17,50.17,15.27,32.97,5.9,17.2,8.83,13.47,10.7,18.97,9.87,15.17,5.2,3.83,16.07,23.17,51.43,17.23,34.83,5.93,16.6,13.47,19.3,12.3,20.9,13.07,12.33,6.57,2.73,15.07,291.2857142857143,315.25,317.0,322.0,308.3888888888889,310.46153846153845,322.93333333333334,323.42857142857144,304.36842105263156,313.55555555555554,321.72727272727275,286.5,324.3,312.1111111111111,315.27777777777777,323.1,305.9,312.6,291.6666666666667,324.2857142857143,325.0
1176,20.71,43.19,12.87,22.39,7.84,20.81,11.52,15.61,4.68,19.16,13.61,13.1,5.16,2.03,20.81,20.19,45.06,16.06,32.13,4.13,12.94,15.87,22.23,9.42,20.23,10.42,13.16,5.94,2.52,17.9,245.92857142857142,245.0,211.0,206.0,232.38888888888889,212.6153846153846,177.0,233.0,250.8421052631579,234.44444444444446,225.0909090909091,227.8125,223.1,241.88888888888889,243.27777777777777,232.2,219.7,219.9,275.0,243.21428571428572,232.8
1177,23.64,58.18,17.94,38.94,5.7,19.24,11.36,18.45,12.91,21.73,11.3,12.55,6.76,3.09,15.18,27.39,59.61,20.36,39.91,7.03,19.7,10.61,15.3,13.45,25.85,15.21,12.91,6.48,2.85,16.12,148.21428571428572,158.0,199.0,185.0,154.16666666666666,176.23076923076923,207.46666666666667,141.07142857142858,157.52631578947367,183.88888888888889,186.45454545454547,175.375,159.8,143.16666666666666,133.38888888888889,167.0,193.7,161.3,139.5,132.64285714285714,198.7
1178,20.34,48.9,17.07,37.21,3.28,11.69,12.45,19.21,10.38,20.59,10.31,17.0,6.45,2.9,20.83,21.72,49.41,15.52,32.62,6.21,16.79,15.48,22.55,10.1,21.31,11.62,14.03,7.0,3.72,18.97,263.7857142857143,271.6666666666667,273.0,263.0,241.94444444444446,238.3846153846154,274.8,260.07142857142856,222.73684210526315,273.6666666666667,294.72727272727275,266.5,260.7,245.66666666666666,243.33333333333334,264.6,298.9,244.1,277.6666666666667,261.42857142857144,275.3
1179,20.55,49.45,12.74,27.0,7.81,22.45,15.16,20.13,8.9,23.45,11.23,12.84,6.39,2.32,15.71,22.55,53.74,15.06,32.06,7.48,21.68,10.13,15.13,10.19,22.71,13.71,13.06,6.26,2.65,19.45,97.0,89.5,140.0,122.0,130.0,111.07692307692308,113.6,95.21428571428571,101.15789473684211,114.55555555555556,106.81818181818181,118.5,99.0,101.61111111111111,97.5,100.2,96.0,122.4,86.66666666666667,99.64285714285714,111.5
1180,21.0,56.38,16.1,39.69,4.9,16.69,14.76,21.97,15.34,24.62,11.14,12.66,4.9,3.83,19.86,21.17,53.52,16.76,40.21,4.41,13.31,14.41,21.34,11.48,23.38,10.45,11.48,6.14,4.66,18.93,159.5,127.75,146.0,154.0,158.88888888888889,161.92307692307693,197.4,151.78571428571428,164.31578947368422,156.66666666666666,139.36363636363637,159.375,136.7,157.83333333333334,151.72222222222223,136.2,155.8,159.4,156.5,142.28571428571428,124.3
1181,26.59,59.29,19.35,38.56,7.24,20.74,17.62,24.35,13.32,23.29,13.38,12.32,8.5,4.09,18.03,24.29,56.5,19.32,41.91,4.97,14.59,12.06,17.47,11.59,22.0,10.65,16.47,5.65,3.85,20.76,3.0,3.1666666666666665,5.0,5.0,4.055555555555555,7.461538461538462,3.1333333333333333,5.142857142857143,3.736842105263158,2.2222222222222223,6.2727272727272725,4.125,3.5,2.5555555555555554,4.555555555555555,3.1,4.1,3.8,6.166666666666667,6.714285714285714,4.0
1182,27.24,58.06,18.79,33.97,8.45,24.09,15.09,21.73,11.06,22.42,16.73,13.7,7.67,3.27,17.18,26.67,58.24,19.76,38.3,6.91,19.94,13.24,19.15,12.58,23.21,15.88,16.03,5.88,4.03,19.09,98.35714285714286,95.25,89.0,82.0,97.94444444444444,95.76923076923077,121.2,96.57142857142857,109.52631578947368,92.66666666666667,77.63636363636364,105.0625,84.9,96.0,93.72222222222223,92.0,93.9,87.7,112.16666666666667,93.64285714285714,80.5
1183,23.07,52.39,18.11,38.54,4.96,13.86,12.25,17.14,10.07,23.11,12.29,13.07,4.82,1.79,17.61,23.18,53.93,15.04,31.82,8.14,22.11,12.57,18.11,10.79,21.89,14.07,12.07,5.79,3.46,16.71,282.92857142857144,277.6666666666667,277.0,296.0,262.05555555555554,241.07692307692307,216.06666666666666,288.92857142857144,303.4736842105263,250.44444444444446,261.1818181818182,262.6875,267.3,280.0,291.55555555555554,277.2,269.3,242.0,293.6666666666667,289.7857142857143,265.4
1184,25.11,53.71,14.93,28.64,10.18,25.07,10.68,15.25,9.79,18.79,15.68,11.39,7.46,1.79,16.5,24.43,53.07,17.07,32.54,7.36,20.54,11.43,16.64,12.82,21.39,16.64,14.25,5.57,2.96,15.39,167.28571428571428,202.08333333333334,167.0,212.0,159.38888888888889,190.30769230769232,119.46666666666667,243.5,200.3684210526316,152.33333333333334,214.8181818181818,172.5625,213.2,160.44444444444446,182.44444444444446,226.8,163.2,180.2,164.66666666666666,217.71428571428572,194.3
1185,19.8,50.57,15.13,34.97,4.67,15.6,10.67,17.57,11.23,21.67,10.83,15.9,5.9,3.37,16.87,23.7,52.53,17.97,36.73,5.73,15.8,11.7,17.37,10.43,23.13,13.47,13.43,7.53,3.1,17.37,313.92857142857144,325.8333333333333,306.0,304.0,290.05555555555554,270.84615384615387,306.8,323.0,230.3684210526316,277.44444444444446,327.6363636363636,298.75,317.0,296.8333333333333,305.8333333333333,322.7,336.3,276.1,333.6666666666667,322.42857142857144,328.3
1186,22.72,54.48,17.31,37.52,5.41,16.97,11.72,17.03,10.45,21.41,11.48,12.76,5.79,2.17,19.17,23.21,50.48,17.45,34.03,5.76,16.45,15.69,21.93,8.83,23.93,13.28,12.55,6.38,3.48,16.62,212.21428571428572,209.08333333333334,244.0,237.0,221.33333333333334,254.69230769230768,234.53333333333333,179.92857142857142,262.2631578947368,274.22222222222223,216.9090909090909,250.8125,211.6,201.11111111111111,179.11111111111111,203.9,205.9,247.8,147.0,177.71428571428572,223.9
1187,24.11,55.37,15.3,32.3,8.81,23.07,14.89,20.19,10.48,23.11,14.0,12.07,5.15,2.96,17.48,27.37,60.04,20.93,41.15,6.44,18.89,15.0,20.74,12.48,23.63,16.81,9.7,5.96,3.22,17.41,158.0,174.08333333333334,196.0,190.0,182.0,169.0,181.4,167.35714285714286,230.94736842105263,159.77777777777777,156.0,179.4375,175.1,173.0,173.44444444444446,179.4,183.5,197.0,137.0,158.92857142857142,174.4
1188,22.96,55.91,16.78,37.35,6.17,18.57,12.65,18.17,7.57,22.09,11.04,15.96,6.04,3.17,20.57,28.78,60.17,22.65,44.43,6.13,15.74,16.91,24.96,12.52,28.04,16.78,13.17,7.65,3.43,17.3,303.42857142857144,308.4166666666667,251.0,256.0,296.5625,316.9230769230769,326.0,318.85714285714283,330.2,317.125,293.75,337.0,323.3,297.8235294117647,273.5882352941176,320.0,303.0,335.2,292.8333333333333,305.42857142857144,311.4
1189,23.38,54.52,17.34,37.21,6.03,17.31,11.93,18.17,9.79,21.97,13.07,13.93,6.66,3.31,18.45,26.0,55.17,20.03,38.07,5.97,17.1,14.1,20.31,10.76,24.93,13.45,13.24,6.66,2.66,17.69,270.42857142857144,263.8333333333333,291.0,279.0,286.3333333333333,281.84615384615387,300.0,269.35714285714283,245.05263157894737,294.0,268.45454545454544,287.25,288.6,280.72222222222223,265.5,288.1,256.6,272.1,258.6666666666667,274.07142857142856,279.8
1190,27.62,59.59,21.69,42.22,5.94,17.38,16.91,23.72,11.41,26.12,12.41,14.0,8.38,3.72,18.31,24.34,59.44,16.06,34.25,8.28,25.19,13.19,19.09,12.16,24.25,12.66,16.62,6.66,2.62,19.06,122.42857142857143,125.16666666666667,119.0,149.0,120.38888888888889,150.15384615384616,106.06666666666666,136.64285714285714,169.78947368421052,109.22222222222223,117.81818181818181,110.25,144.7,132.72222222222223,135.05555555555554,141.3,103.3,123.6,103.83333333333333,129.92857142857142,115.8
1191,23.38,52.21,20.14,42.24,3.24,9.97,16.55,23.79,9.79,23.59,14.59,13.24,5.66,1.24,19.93,23.14,53.0,16.93,34.66,6.21,18.34,12.86,18.93,10.1,22.69,12.79,14.79,5.76,4.48,21.69,76.07142857142857,77.58333333333333,127.0,100.0,113.33333333333333,107.53846153846153,128.4,74.07142857142857,124.26315789473684,110.22222222222223,88.63636363636364,98.875,94.3,97.83333333333333,89.61111111111111,90.3,75.6,135.4,45.833333333333336,69.28571428571429,98.3
1192,22.5,53.8,18.4,39.2,4.1,14.6,14.53,22.83,11.5,20.57,11.17,17.03,5.83,4.33,17.23,28.33,59.33,22.1,42.5,6.23,16.83,13.17,18.9,13.13,24.27,16.47,14.47,7.73,3.73,20.87,332.07142857142856,329.1666666666667,334.0,333.0,327.55555555555554,325.7692307692308,336.6,328.2857142857143,328.1578947368421,337.0,331.8181818181818,323.5625,331.4,320.1666666666667,312.6666666666667,331.5,323.5,334.4,319.3333333333333,325.7857142857143,323.7
1193,23.09,54.88,16.84,36.09,6.25,18.78,12.97,19.75,11.62,22.88,13.34,13.41,6.41,3.69,17.78,24.38,56.0,18.56,37.78,5.81,18.22,12.69,18.59,11.94,23.62,13.72,12.91,6.47,3.53,18.03,132.42857142857142,103.58333333333333,166.0,142.0,160.44444444444446,208.46153846153845,207.6,113.35714285714286,152.8421052631579,158.77777777777777,133.9090909090909,163.25,134.8,135.0,114.72222222222223,122.2,120.2,186.8,101.16666666666667,108.07142857142857,107.5
1194,23.0,55.53,17.59,38.91,5.41,16.62,13.56,18.34,11.16,22.25,12.22,12.25,4.47,3.25,18.56,25.62,56.41,19.91,39.28,5.72,17.12,15.5,21.53,12.19,23.5,13.47,10.94,5.47,2.72,16.94,281.14285714285717,307.5,289.0,312.0,256.27777777777777,272.38461538461536,258.8,293.14285714285717,233.21052631578948,255.0,315.90909090909093,252.3125,291.7,256.55555555555554,273.3333333333333,303.5,304.9,286.2,271.5,296.14285714285717,315.0
1195,21.67,53.6,16.17,37.3,5.5,16.3,16.33,23.3,10.97,23.37,13.57,17.53,7.47,2.97,20.47,24.67,57.57,17.2,34.73,7.47,22.83,15.6,23.43,12.93,24.43,15.3,15.23,8.6,2.87,19.9,281.07142857142856,269.9166666666667,308.0,307.0,295.0,298.53846153846155,302.1333333333333,271.5,304.3157894736842,296.22222222222223,267.09090909090907,286.5625,280.7,301.8333333333333,300.3333333333333,278.0,267.0,297.7,256.6666666666667,273.57142857142856,295.4
1196,28.33,59.61,20.15,37.36,8.18,22.24,12.55,18.15,11.15,23.21,16.7,12.06,8.42,2.76,16.12,25.15,56.36,18.27,37.15,6.88,19.21,10.52,17.0,10.97,23.18,12.94,15.39,6.3,3.39,16.79,40.714285714285715,36.416666666666664,41.0,42.0,36.833333333333336,38.84615384615385,29.933333333333334,40.42857142857143,27.63157894736842,32.111111111111114,31.90909090909091,36.4375,35.4,32.94444444444444,35.77777777777778,43.4,36.2,43.1,35.5,36.857142857142854,38.0
1197,21.58,55.61,14.81,34.52,6.77,21.1,11.32,18.19,9.87,21.13,10.74,13.94,6.94,2.13,19.0,25.65,56.03,19.65,38.74,6.0,17.29,14.58,21.9,13.16,28.0,11.81,15.39,6.81,3.29,17.19,301.2857142857143,286.3333333333333,330.0,319.0,327.77777777777777,328.61538461538464,332.8666666666667,275.35714285714283,321.6842105263158,331.44444444444446,291.3636363636364,319.0,304.8,309.77777777777777,284.77777777777777,289.3,272.7,334.3,271.1666666666667,273.57142857142856,284.1
1198,21.87,52.55,15.77,35.48,6.1,17.06,13.06,20.45,11.1,22.68,11.97,14.87,5.26,2.77,19.03,24.39,54.77,17.84,36.29,6.55,18.48,13.77,19.77,10.87,23.35,12.45,12.58,6.45,3.58,18.13,243.14285714285714,242.16666666666666,262.0,232.0,259.1111111111111,257.15384615384613,293.53333333333336,251.35714285714286,235.94736842105263,278.0,234.0,254.3125,254.1,248.05555555555554,229.22222222222223,249.7,229.0,269.3,215.16666666666666,243.57142857142858,264.0
1199,23.53,54.12,17.29,35.94,6.24,18.18,15.32,21.21,11.62,24.26,12.26,15.68,8.18,5.82,18.82,22.03,57.06,15.26,36.35,6.76,20.71,14.18,20.59,13.62,21.53,10.5,15.44,7.09,3.0,19.09,28.285714285714285,21.25,32.0,16.0,52.5,47.76923076923077,34.93333333333333,16.142857142857142,51.05263157894737,54.888888888888886,21.454545454545453,50.3125,26.8,42.388888888888886,18.444444444444443,24.6,19.6,41.1,17.5,15.857142857142858,17.3
1200,22.04,58.07,16.0,37.75,6.04,20.32,11.25,17.96,10.79,19.61,10.82,12.5,6.21,2.86,19.46,26.86,55.32,19.54,36.93,7.32,18.39,15.54,22.79,12.43,28.71,15.39,14.64,6.25,3.18,17.61,310.7857142857143,312.3333333333333,324.0,316.0,310.3333333333333,302.3076923076923,325.6666666666667,312.2857142857143,287.2631578947368,320.3333333333333,324.1818181818182,302.8125,311.4,315.8888888888889,318.1666666666667,311.7,320.4,315.4,315.1666666666667,312.2142857142857,328.9
1201,23.62,53.88,16.44,33.26,7.18,20.62,13.21,19.68,10.29,23.15,14.18,14.44,6.56,4.74,16.74,25.65,58.41,19.82,40.76,5.82,17.65,12.65,18.12,12.53,23.47,14.0,13.53,7.79,3.0,18.12,193.5,228.41666666666666,200.0,213.0,194.83333333333334,203.30769230769232,205.8,193.71428571428572,224.57894736842104,200.0,212.63636363636363,193.5625,183.3,205.38888888888889,221.27777777777777,186.5,227.6,195.9,206.83333333333334,198.42857142857142,229.9
1202,21.32,53.11,15.89,35.57,5.43,17.54,12.46,18.07,10.32,20.43,11.36,14.11,5.29,2.96,20.21,24.86,52.32,18.43,35.14,6.43,17.18,15.82,23.29,10.86,24.5,13.89,12.82,6.93,3.07,17.71,336.07142857142856,333.6666666666667,333.0,332.0,326.22222222222223,314.46153846153845,324.4,335.2857142857143,294.94736842105266,332.44444444444446,331.1818181818182,319.25,334.1,329.5,331.8888888888889,335.2,337.6,336.9,343.0,338.85714285714283,335.3
1203,23.25,53.0,17.43,36.93,5.82,16.07,13.86,20.39,11.36,23.89,12.64,14.68,5.93,4.57,19.32,23.14,56.68,15.39,34.04,7.75,22.64,14.54,21.25,12.86,22.07,14.36,12.36,6.93,3.36,18.18,180.5,195.0,189.0,191.0,165.0,181.3846153846154,181.46666666666667,179.28571428571428,152.8421052631579,189.0,233.27272727272728,172.6875,200.1,172.72222222222223,170.88888888888889,212.6,210.8,181.6,143.16666666666666,179.21428571428572,215.4
1204,25.41,59.21,18.38,38.59,7.03,20.62,11.72,17.76,11.83,21.83,11.41,14.69,6.76,2.38,19.9,27.59,58.0,19.9,38.0,7.69,20.0,16.52,24.79,12.83,25.69,14.45,13.93,6.9,2.1,18.52,236.57142857142858,240.66666666666666,314.0,298.0,246.66666666666666,268.0769230769231,281.06666666666666,236.85714285714286,254.26315789473685,261.6666666666667,258.45454545454544,254.25,265.2,227.94444444444446,212.27777777777777,258.9,254.4,277.8,198.16666666666666,231.14285714285714,255.9
1205,26.0,61.11,17.96,38.04,8.04,23.07,13.11,19.26,13.15,24.26,15.81,14.7,7.19,1.81,20.15,26.81,59.3,19.74,38.19,7.07,21.11,15.7,22.78,12.07,25.37,14.48,13.96,6.85,4.37,18.11,232.78571428571428,237.0,247.0,251.0,210.94444444444446,259.0769230769231,219.93333333333334,253.14285714285714,216.6315789473684,225.55555555555554,223.8181818181818,215.25,238.5,211.83333333333334,228.72222222222223,246.0,241.3,257.9,259.3333333333333,253.5,213.7
1206,24.53,54.75,19.22,38.72,5.31,16.03,11.75,18.34,11.72,24.56,11.59,11.97,6.09,3.12,15.72,21.59,54.41,15.72,35.0,5.88,19.41,11.0,16.44,11.09,22.34,11.81,12.91,5.88,2.66,17.66,82.71428571428571,72.25,86.0,85.0,79.5,102.76923076923077,67.53333333333333,92.57142857142857,91.47368421052632,81.55555555555556,81.45454545454545,78.5,94.7,76.83333333333333,76.77777777777777,84.8,57.3,79.1,59.333333333333336,87.0,71.0
1207,23.83,51.13,17.77,32.77,6.07,18.37,15.47,21.73,10.13,22.97,13.67,14.6,7.97,4.0,17.8,22.33,55.7,16.63,37.7,5.7,18.0,13.17,18.6,13.2,20.23,11.93,14.43,6.97,3.0,18.23,18.285714285714285,31.166666666666668,49.0,34.0,20.27777777777778,31.153846153846153,34.86666666666667,29.071428571428573,16.05263157894737,14.11111111111111,46.0,17.125,31.4,19.444444444444443,28.72222222222222,31.6,43.4,24.7,17.333333333333332,31.714285714285715,47.0
1208,23.72,57.56,17.34,38.91,6.38,18.66,11.09,17.38,12.62,24.97,13.03,17.38,7.28,3.81,16.72,25.84,60.38,19.38,40.78,6.47,19.59,11.75,17.09,12.34,24.5,13.97,14.78,9.12,4.25,16.22,138.07142857142858,141.75,185.0,153.0,163.38888888888889,124.6923076923077,191.06666666666666,133.35714285714286,119.52631578947368,163.88888888888889,156.27272727272728,183.0,152.7,157.94444444444446,153.33333333333334,163.3,175.2,185.0,133.0,147.42857142857142,192.2
1209,22.0,52.93,16.47,35.53,5.53,17.4,9.8,15.9,10.47,21.5,11.2,12.5,6.93,2.5,17.73,22.47,51.57,15.8,32.03,6.67,19.53,12.03,18.13,10.57,23.53,13.37,13.03,5.83,3.13,15.5,274.7142857142857,271.75,237.0,229.0,255.27777777777777,239.53846153846155,239.46666666666667,260.7857142857143,224.42105263157896,260.1111111111111,272.90909090909093,216.0625,259.5,266.3333333333333,285.72222222222223,260.4,294.5,240.1,299.3333333333333,264.7142857142857,268.6
1210,26.29,60.26,21.16,44.39,5.13,15.87,13.52,21.45,13.03,26.03,14.9,16.84,8.26,4.97,19.61,24.81,59.61,18.32,39.61,6.48,20.0,15.39,22.68,12.39,24.48,13.81,16.23,8.68,2.74,19.06,95.57142857142857,127.0,100.0,106.0,88.0,85.38461538461539,103.93333333333334,104.92857142857143,67.78947368421052,92.33333333333333,134.27272727272728,101.5625,103.9,95.38888888888889,116.05555555555556,119.7,149.1,94.4,100.66666666666667,109.14285714285714,155.3
1211,28.53,58.5,21.13,39.93,7.4,18.57,14.33,20.23,10.37,27.5,15.0,11.43,7.5,5.0,16.13,21.37,57.97,14.43,37.4,6.93,20.57,11.9,17.0,12.07,22.6,10.9,15.27,5.5,2.83,17.9,18.357142857142858,33.833333333333336,10.0,32.0,9.38888888888889,17.692307692307693,9.333333333333334,29.071428571428573,21.105263157894736,8.222222222222221,28.454545454545453,11.3125,19.1,13.722222222222221,22.61111111111111,22.9,41.7,12.4,26.833333333333332,26.785714285714285,26.4
1212,21.54,53.14,15.79,35.36,5.75,17.79,10.75,17.61,10.25,21.79,11.61,15.36,4.96,2.71,18.07,26.29,55.96,19.61,37.57,6.68,18.39,13.29,20.18,11.86,25.0,15.43,12.71,7.11,2.82,17.11,340.42857142857144,336.1666666666667,344.0,345.0,341.8888888888889,343.7692307692308,341.53333333333336,338.5,339.10526315789474,343.0,334.1818181818182,339.75,341.0,340.77777777777777,335.44444444444446,341.6,330.8,338.6,323.8333333333333,334.92857142857144,339.2
1214,19.71,52.87,14.77,34.16,4.94,18.71,13.13,19.9,13.29,22.29,10.71,16.77,8.35,3.84,17.45,20.65,52.71,14.84,33.9,5.81,18.81,12.29,18.68,12.65,23.45,10.68,17.35,5.94,3.32,17.71,246.0,228.08333333333334,280.0,252.0,239.33333333333334,292.0,227.2,218.35714285714286,293.5263157894737,270.8888888888889,210.63636363636363,264.375,250.9,240.22222222222223,216.88888888888889,240.0,214.8,297.2,196.33333333333334,213.64285714285714,216.2
1216,21.06,53.15,13.24,27.94,7.82,25.21,10.61,14.97,8.27,22.06,12.88,13.94,6.55,1.64,20.67,23.18,51.48,15.42,30.27,7.76,21.21,16.06,23.27,10.85,26.06,13.88,14.33,6.0,3.52,15.76,284.7857142857143,281.0,320.0,325.0,287.55555555555554,294.0769230769231,310.46666666666664,280.0,273.10526315789474,296.8888888888889,298.0,279.3125,301.9,297.55555555555554,291.44444444444446,302.7,269.7,294.3,243.33333333333334,274.7142857142857,299.7
