TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,IMS,SEL
1211,27.0,55.75,20.5,38.28,6.5,17.47,16.0,22.38,11.22,26.31,14.53,14.19,7.56,4.78,17.66,22.38,56.88,15.59,35.78,6.78,21.09,11.72,18.16,11.09,21.25,11.31,15.0,6.94,3.5,20.16,27.0,30.5
1212,24.25,58.04,18.71,41.46,5.54,16.58,11.21,18.21,12.38,25.58,12.42,16.75,4.42,2.75,20.5,26.42,60.67,20.75,43.46,5.67,17.21,17.83,25.58,12.62,25.38,12.54,11.71,7.83,4.42,18.25,335.0833333333333,336.5
1214,22.13,54.33,16.33,35.9,5.8,18.43,15.1,25.13,14.53,23.07,11.07,17.0,8.5,4.0,19.33,21.83,54.9,16.87,37.7,4.97,17.2,14.0,20.77,13.53,23.17,11.67,17.53,7.47,2.93,20.9,145.58333333333334,137.25
1216,23.88,53.38,14.71,29.29,9.18,24.09,13.85,20.5,8.68,22.24,14.5,14.91,7.38,2.76,19.26,25.59,57.53,16.12,33.53,9.47,24.0,13.62,19.74,13.38,24.91,14.26,16.18,6.06,2.53,19.12,224.91666666666666,216.5
1217,24.17,54.17,18.67,36.83,5.5,17.33,14.7,20.03,10.33,22.17,13.23,15.77,7.23,3.07,17.4,27.67,59.17,21.37,41.07,6.3,18.1,12.8,17.27,11.73,22.83,14.5,13.77,7.23,4.1,19.07,305.4166666666667,275.25
1218,25.0,56.77,19.33,39.7,5.67,17.07,14.7,19.83,10.5,19.97,15.0,14.0,6.1,3.13,20.43,25.27,53.0,19.37,37.9,5.9,15.1,16.83,24.33,12.13,23.4,13.0,16.3,6.27,2.37,19.43,239.58333333333334,210.25
1219,24.52,54.41,16.85,33.41,7.67,21.0,10.78,14.48,10.52,23.11,15.44,13.52,4.89,3.67,17.22,23.3,54.26,16.89,35.67,6.41,18.59,12.37,19.19,11.48,21.07,13.15,12.85,7.07,3.04,16.19,195.33333333333334,265.75
1220,24.17,55.47,19.23,40.67,4.93,14.8,13.03,19.4,11.77,25.23,10.2,16.37,6.23,5.6,19.4,23.5,56.83,16.93,37.17,6.57,19.67,15.67,21.97,11.1,22.97,14.8,13.07,8.27,3.7,18.33,257.75,255.75
1221,21.14,48.48,16.34,33.62,4.79,14.86,14.34,19.66,12.28,21.24,13.52,15.9,7.38,3.93,19.41,19.83,48.34,13.1,30.07,6.72,18.28,14.1,20.69,10.45,17.48,12.93,13.9,7.83,2.76,18.59,139.41666666666666,121.0
1222,25.81,62.77,14.97,32.48,10.84,30.29,16.29,21.16,12.45,24.42,12.58,11.19,8.71,3.61,18.84,24.13,56.23,17.19,35.68,6.94,20.55,14.84,22.23,11.97,27.16,14.29,16.68,5.13,3.45,19.55,64.16666666666667,56.75
1223,25.6,58.8,19.1,40.1,6.5,18.7,12.3,16.1,9.6,21.6,11.8,17.1,6.1,2.9,19.8,30.9,63.5,21.6,39.7,9.3,23.8,16.7,21.3,13.5,26.2,20.5,14.3,8.4,2.5,16.0,333.0,335.0
1224,20.56,49.81,15.94,33.56,4.62,16.25,11.03,17.94,10.03,23.19,9.66,18.31,4.28,4.38,16.84,26.22,59.22,19.66,40.81,6.56,18.41,11.88,18.12,13.31,22.81,14.47,12.69,9.19,2.25,18.09,331.0833333333333,314.5
1225,23.0,55.36,15.93,35.46,7.07,19.89,10.11,16.86,11.79,20.14,12.14,15.89,6.14,2.82,21.04,24.25,51.39,18.71,35.57,5.54,15.82,18.29,24.5,10.18,24.54,13.14,14.07,5.96,3.32,17.04,297.4166666666667,304.75
1226,21.1,49.24,16.52,34.52,4.59,14.72,12.14,17.41,9.93,20.83,11.28,14.66,5.24,2.86,18.48,22.72,52.24,14.9,31.28,7.83,20.97,15.52,21.24,11.52,20.9,14.24,11.83,6.79,3.28,17.93,260.8333333333333,285.25
1227,23.94,54.59,16.94,36.41,7.0,18.19,12.78,17.78,10.34,24.0,12.91,13.16,6.41,4.62,15.69,23.66,56.62,16.38,35.59,7.28,21.03,10.66,15.09,10.69,22.66,13.72,13.25,5.62,2.5,17.47,139.91666666666666,120.5
1228,23.11,53.14,17.51,35.6,5.6,17.54,11.8,19.4,12.57,23.6,13.77,13.66,4.89,2.69,18.43,20.57,51.6,14.43,33.29,6.14,18.31,13.83,19.2,10.06,21.37,10.86,12.89,5.46,3.17,18.29,107.33333333333333,97.0
1229,23.47,51.28,16.09,31.81,7.38,19.47,11.53,18.03,9.88,23.28,14.59,12.75,6.59,3.25,18.38,20.81,51.59,14.78,32.69,6.03,18.91,12.56,18.19,10.72,21.69,11.78,13.78,6.44,2.41,17.56,47.583333333333336,54.0
1231,25.34,54.69,18.75,35.66,6.59,19.03,17.84,23.38,11.62,26.41,13.19,13.72,7.03,3.81,17.22,23.38,57.22,16.47,36.78,6.91,20.44,11.03,17.19,10.75,20.59,13.12,13.53,6.16,2.81,19.81,17.666666666666668,16.25
1232,21.77,52.8,15.03,32.03,6.73,20.77,14.43,19.3,10.47,20.87,12.07,12.87,6.5,3.3,18.67,23.37,51.53,17.33,34.33,6.03,17.2,14.57,21.23,10.47,23.47,13.0,14.07,5.53,3.07,19.33,144.16666666666666,131.5
1233,23.53,54.34,17.81,36.19,5.72,18.16,12.81,18.47,11.75,23.06,13.5,17.47,7.75,3.38,21.28,22.25,52.47,14.97,32.25,7.28,20.22,17.25,24.75,11.84,22.34,12.94,16.84,7.97,4.0,17.78,236.75,237.5
1234,19.25,45.47,12.31,25.47,6.94,20.0,10.62,16.38,8.75,23.69,12.28,15.75,4.38,3.16,16.69,20.66,51.09,14.53,32.62,6.12,18.47,10.59,15.5,9.69,20.75,12.5,11.5,7.56,2.38,17.34,144.66666666666666,155.0
1235,22.35,54.0,16.48,35.1,5.87,18.9,13.0,18.06,9.68,25.13,12.32,13.35,5.13,3.87,16.06,24.32,58.19,18.03,40.74,6.29,17.45,11.16,16.19,11.61,24.68,11.61,11.97,7.29,3.16,16.97,127.66666666666667,104.75
1236,22.86,51.14,16.83,34.07,6.03,17.07,14.55,19.93,6.24,23.0,12.66,13.79,5.45,3.45,18.17,25.41,56.31,19.9,40.07,5.52,16.24,14.69,20.93,10.72,24.76,13.48,12.55,7.31,3.07,19.0,219.16666666666666,223.25
1237,26.27,52.27,18.97,35.07,7.3,17.2,14.73,18.8,9.3,20.83,14.33,12.17,7.5,2.57,17.07,22.73,52.13,15.23,30.43,7.5,21.7,12.03,17.37,11.03,18.87,14.13,14.37,5.4,2.43,17.03,68.75,95.5
1238,23.76,57.68,18.76,41.91,5.0,15.76,16.29,24.15,12.65,22.85,12.06,16.44,7.38,3.18,19.71,26.21,57.18,19.85,39.44,6.35,17.74,15.41,22.91,11.71,24.91,14.06,16.35,7.5,4.15,20.38,299.6666666666667,296.25
1239,24.57,55.77,19.03,38.47,5.53,17.3,17.67,24.1,13.0,22.63,12.93,16.67,7.63,3.03,19.7,25.97,57.17,18.97,36.57,7.0,20.6,14.03,21.0,12.37,21.23,14.6,16.2,7.57,3.67,21.43,210.66666666666666,231.0
1240,25.26,57.78,16.74,35.19,8.52,22.59,11.41,18.93,10.63,21.63,16.15,14.56,7.11,3.37,20.41,27.37,58.22,20.7,39.48,6.67,18.74,15.93,23.26,13.22,26.0,15.96,14.22,6.44,4.11,18.26,331.9166666666667,337.25
1241,25.5,55.5,19.87,39.8,5.63,15.7,16.3,22.6,12.23,21.03,13.07,16.7,7.87,2.17,20.83,26.6,55.23,20.1,37.63,6.5,17.6,14.27,21.83,11.53,21.23,12.8,16.47,7.9,3.1,20.17,204.16666666666666,156.75
1242,29.45,58.36,22.67,41.33,6.79,17.03,15.48,21.88,12.3,26.42,18.48,12.91,9.0,6.12,17.42,21.39,55.85,14.15,34.58,7.24,21.27,11.64,17.18,10.79,20.09,11.45,15.85,6.0,2.67,19.03,3.75,2.25
1243,27.9,62.87,21.27,42.4,6.63,20.47,16.33,23.5,16.17,25.0,15.73,15.17,7.67,3.63,20.1,24.17,57.23,17.57,39.3,6.6,17.93,14.03,21.43,11.13,22.2,13.7,16.4,7.2,3.63,20.2,41.75,52.5
1244,23.69,58.93,16.52,35.83,7.17,23.1,13.9,21.34,14.0,19.97,12.03,17.83,9.55,3.83,20.34,26.86,56.76,21.07,39.79,5.79,16.97,15.41,23.66,14.24,24.59,15.34,19.41,8.97,3.17,19.34,319.5833333333333,332.0
1245,24.06,51.47,18.26,35.76,5.79,15.71,15.32,21.47,10.97,22.32,14.0,14.59,8.53,3.91,18.79,21.32,52.09,15.88,35.09,5.44,17.0,13.5,20.09,12.29,19.59,11.62,16.21,7.03,3.5,19.5,37.166666666666664,38.75
1246,23.73,50.6,17.93,34.83,5.8,15.77,15.33,20.9,9.73,24.0,12.73,15.93,6.73,4.8,18.73,21.6,54.77,15.63,36.37,5.97,18.4,16.17,23.0,12.07,19.8,11.0,13.3,6.2,3.6,18.9,89.41666666666667,135.0
1247,25.74,58.19,17.81,38.16,7.94,20.03,15.0,21.68,12.97,23.74,14.32,16.16,6.77,2.97,18.81,27.65,59.45,21.26,41.03,6.39,18.42,14.23,19.94,10.71,23.03,15.65,13.94,7.32,5.35,18.94,206.66666666666666,228.0
1248,24.43,55.33,14.47,30.2,9.97,25.13,16.07,23.17,11.77,21.5,14.8,16.87,7.9,3.1,21.1,25.0,56.53,18.2,37.87,6.8,18.67,17.17,23.3,13.27,22.73,12.7,17.3,7.33,3.13,20.9,177.75,166.75
1249,27.58,60.35,19.42,38.77,8.15,21.58,14.62,22.12,12.08,21.12,16.0,15.0,8.08,2.81,19.85,26.92,55.77,20.62,39.04,6.31,16.73,15.38,21.58,11.19,24.96,15.0,18.96,7.08,3.65,20.85,168.75,207.75
1250,22.17,53.38,17.31,39.55,4.86,13.83,14.59,19.9,10.0,23.52,12.66,13.38,5.66,3.34,18.83,22.62,53.24,15.83,36.28,6.79,16.97,13.31,19.86,10.55,24.21,13.79,14.38,6.59,2.83,18.9,235.5,259.5
1251,24.07,52.21,15.17,28.0,8.9,24.21,11.93,16.03,8.0,22.76,15.62,13.38,5.62,1.41,17.93,24.14,53.76,17.31,33.52,6.83,20.24,13.24,18.79,10.31,22.59,13.97,12.93,6.24,3.17,17.41,193.08333333333334,216.75
1252,24.8,56.5,17.77,36.47,7.03,20.03,15.03,23.17,11.37,26.07,13.73,15.0,6.6,2.5,19.67,24.13,57.47,16.53,36.3,7.6,21.17,14.7,22.2,10.97,24.3,12.23,14.33,6.73,3.4,19.9,215.08333333333334,225.0
1253,21.45,50.26,14.81,31.32,6.65,18.94,13.16,17.71,8.68,22.06,13.61,16.26,5.26,2.29,16.94,26.16,56.48,18.77,36.52,7.39,19.97,12.61,17.74,11.13,22.23,14.65,12.77,7.48,2.52,17.13,311.4166666666667,284.75
1254,24.6,60.93,17.67,39.5,6.93,21.43,16.27,23.9,14.2,25.27,10.8,13.27,6.33,2.73,17.77,26.77,60.0,20.6,40.43,6.17,19.57,12.0,16.8,11.03,26.0,14.93,14.4,6.37,3.93,21.43,202.83333333333334,170.0
1255,22.75,59.25,14.71,36.82,8.04,22.43,12.54,18.86,14.0,20.68,14.29,16.32,7.71,2.18,19.43,27.43,55.29,20.0,36.64,7.43,18.64,15.61,21.75,10.93,26.43,15.54,16.46,7.82,3.54,17.75,327.1666666666667,328.25
1256,21.2,53.87,15.43,36.6,5.77,17.27,12.63,17.13,8.5,19.53,8.5,12.9,6.37,2.13,18.0,27.07,54.07,22.17,39.67,4.9,14.4,12.8,18.9,11.27,26.67,14.27,14.77,5.57,3.33,16.33,323.8333333333333,323.5
1257,25.5,56.25,17.97,34.25,7.53,22.0,13.41,20.47,11.66,26.06,14.81,13.25,8.09,4.91,18.19,21.34,55.66,15.28,36.09,6.06,19.56,12.59,18.47,11.53,23.38,12.19,14.44,5.88,2.94,18.78,25.0,35.75
1258,21.55,54.26,15.68,35.9,5.87,18.35,12.9,20.13,10.39,21.58,12.81,18.35,5.71,2.29,20.68,28.03,56.68,21.42,39.13,6.61,17.55,15.87,23.06,10.84,26.45,16.42,14.77,8.68,3.74,18.9,321.6666666666667,304.25
1259,23.61,54.79,15.55,32.97,8.06,21.82,16.39,21.33,12.03,23.79,14.12,14.85,5.88,3.12,21.15,23.82,55.91,17.52,37.36,6.3,18.55,16.85,24.64,12.42,21.45,11.79,12.76,6.76,4.27,19.61,187.66666666666666,197.5
1260,21.52,53.48,16.97,37.34,4.55,16.14,12.34,17.24,11.62,20.21,9.79,12.28,5.52,2.69,18.17,22.38,50.28,15.9,32.86,6.48,17.41,13.38,18.07,10.03,22.83,12.9,13.14,5.28,3.62,17.52,237.75,229.75
1261,24.67,57.73,18.2,37.63,6.47,20.1,12.63,16.9,11.2,24.37,11.67,13.9,5.93,6.17,16.83,25.6,60.43,19.03,41.27,6.57,19.17,11.33,16.93,13.5,23.8,12.53,13.37,6.77,3.73,16.37,161.66666666666666,138.0
1263,21.72,52.48,16.31,36.45,5.41,16.03,14.28,21.0,11.62,23.59,11.66,18.97,6.31,2.66,19.0,25.55,57.93,18.34,38.03,7.21,19.9,14.83,20.28,11.69,22.69,15.1,13.66,9.03,3.31,18.28,317.75,311.0
1264,24.1,56.48,17.58,38.03,6.52,18.45,14.55,21.9,11.9,21.42,11.16,14.13,7.74,3.13,20.29,24.81,52.26,18.35,35.39,6.45,16.87,15.1,22.39,10.55,24.74,13.35,15.55,6.16,3.32,19.77,262.6666666666667,229.0
1265,24.59,54.91,16.59,33.88,8.0,21.03,12.72,19.66,11.5,24.22,11.88,13.97,5.12,2.78,18.0,23.81,57.0,17.59,38.41,6.22,18.59,14.91,20.5,11.75,22.81,10.19,12.41,6.75,4.38,19.88,137.66666666666666,125.5
1266,26.5,59.34,19.34,39.41,7.16,19.94,15.75,22.47,13.56,23.19,15.12,13.25,9.47,3.84,20.94,22.22,53.84,17.28,37.09,4.94,16.75,14.94,22.03,11.75,22.19,11.91,16.94,6.25,3.53,19.5,19.75,23.5
1267,22.54,53.79,16.93,35.86,5.61,17.93,16.14,23.39,12.96,21.5,11.96,13.07,6.36,2.71,18.5,23.5,52.21,17.39,35.04,6.11,17.18,13.71,20.32,10.61,22.0,12.68,14.21,6.46,3.18,20.36,140.58333333333334,132.25
1268,26.44,57.12,21.03,41.31,5.41,15.81,14.94,21.16,11.62,26.31,16.5,16.84,6.66,6.62,17.53,24.5,62.16,18.38,43.34,6.12,18.81,14.47,19.56,13.81,22.12,12.09,14.28,9.19,4.69,18.31,76.66666666666667,83.5
1269,27.81,62.45,18.48,36.9,9.32,25.55,17.06,25.58,11.68,26.42,15.68,13.74,7.35,7.48,20.71,26.45,62.39,19.9,42.94,6.55,19.45,16.87,24.68,13.26,26.45,14.1,15.0,6.52,3.77,20.77,59.0,40.25
1270,22.81,55.19,17.58,39.12,5.23,16.08,12.92,18.85,12.81,25.88,11.96,17.85,6.12,6.08,18.88,22.77,56.92,16.12,38.04,6.65,18.88,16.42,23.35,11.92,22.5,12.35,12.65,9.04,3.5,18.23,221.25,242.0
1271,20.47,57.5,16.12,41.16,4.34,16.34,13.41,21.72,14.25,20.81,8.34,15.28,7.34,2.59,19.38,26.34,56.09,19.09,37.16,7.25,18.94,14.88,22.81,13.47,27.16,15.62,15.56,7.19,4.81,18.91,337.8333333333333,334.0
1272,28.76,61.76,20.82,39.09,7.94,22.68,14.21,23.85,14.12,26.68,16.03,12.21,8.71,6.09,17.44,21.65,56.56,16.79,40.29,4.85,16.26,12.47,18.53,11.03,23.24,10.62,16.59,5.91,3.21,19.41,1.25,2.0
1273,27.62,63.83,21.62,44.83,6.0,19.0,14.93,22.31,13.9,26.72,12.79,15.48,6.38,5.38,17.76,28.9,67.62,20.48,44.03,8.41,23.59,12.83,19.1,15.34,26.34,16.69,14.24,8.28,3.93,19.03,280.5,262.0
1274,25.03,57.71,18.26,39.77,6.77,17.94,16.97,22.71,12.68,24.77,12.84,13.19,5.77,4.68,18.68,23.71,57.87,16.9,38.45,6.81,19.42,13.81,20.42,12.87,23.16,11.42,14.26,6.58,4.03,19.94,42.75,31.75
1275,23.06,49.97,17.31,34.06,5.75,15.91,11.16,15.88,9.22,21.53,12.66,12.28,5.44,3.38,16.81,22.09,51.59,16.38,34.31,5.72,17.28,10.66,16.06,10.94,20.06,10.09,12.34,5.53,2.72,15.56,99.83333333333333,76.25
1276,22.16,56.12,15.03,33.28,7.12,22.84,11.25,15.94,12.12,21.56,12.19,12.88,6.22,5.0,15.09,24.88,55.5,17.47,36.03,7.41,19.47,10.47,15.28,11.59,23.88,15.09,13.59,6.09,3.16,15.78,191.25,167.75
1277,26.33,54.88,21.36,41.55,4.97,13.33,13.67,18.7,12.39,24.82,17.64,13.67,6.09,4.36,18.18,21.94,54.73,15.39,34.09,6.55,20.64,11.58,17.61,11.36,18.73,12.58,12.45,5.76,3.91,17.18,13.833333333333334,9.0
1278,24.12,54.7,16.94,35.39,7.18,19.3,13.18,19.58,12.33,21.36,15.24,14.18,8.73,3.94,18.58,21.3,50.33,14.88,31.36,6.42,18.97,14.06,19.58,10.7,21.97,12.91,16.48,6.73,3.33,17.82,63.5,53.0
1279,29.65,65.03,21.97,43.45,7.68,21.58,12.48,19.0,15.39,25.19,15.68,13.03,7.19,3.52,18.58,25.74,59.35,18.23,37.9,7.52,21.45,13.77,20.61,11.48,23.74,14.1,14.35,5.97,4.19,17.52,37.75,20.0
1280,26.09,56.59,19.12,35.75,6.97,20.84,13.94,21.66,12.22,28.66,13.22,15.28,6.0,7.94,16.56,23.12,62.81,16.16,41.03,6.97,21.78,11.84,17.12,13.88,22.5,11.47,12.72,6.75,3.19,19.03,45.5,76.75
1281,28.53,62.84,21.84,42.81,6.69,20.03,13.38,19.38,11.81,22.97,16.41,12.88,8.09,3.03,20.44,24.81,56.47,19.38,38.88,5.44,17.59,17.19,24.22,12.31,25.69,12.09,16.84,5.88,3.53,17.78,86.0,66.25
1282,22.23,55.5,13.47,32.33,8.77,23.17,14.4,19.6,10.87,20.57,12.07,14.03,7.0,3.47,21.83,24.33,51.33,17.57,34.43,6.77,16.9,18.8,26.27,10.8,24.63,15.1,15.13,6.5,3.53,18.93,272.3333333333333,245.75
1283,23.72,53.16,17.22,35.41,6.5,17.75,13.25,18.5,11.19,22.38,14.12,14.5,6.78,3.78,17.91,22.38,52.25,15.31,32.88,7.06,19.38,13.16,18.41,10.62,20.78,12.69,14.72,6.72,3.03,18.19,136.0,116.75
1284,20.55,51.42,13.35,29.0,7.19,22.42,10.87,15.84,8.32,20.16,12.0,14.39,6.61,2.1,20.29,22.35,51.29,15.55,30.71,6.81,20.58,15.55,21.97,11.94,25.19,13.35,14.71,7.19,3.06,15.97,314.1666666666667,312.5
1285,24.32,52.11,16.32,31.46,8.0,20.64,11.86,17.5,8.75,21.89,14.89,12.46,4.46,3.29,17.36,24.5,53.25,18.96,37.93,5.54,15.32,13.86,19.36,9.82,22.32,12.57,11.57,5.68,2.18,18.0,216.75,210.25
1286,24.5,55.5,17.18,35.14,7.32,20.36,15.39,20.86,11.07,22.14,12.75,13.93,4.96,3.04,20.89,24.61,53.29,18.07,35.29,6.54,18.0,17.93,23.57,9.57,23.18,12.5,13.79,6.54,3.18,19.68,191.08333333333334,161.25
1287,21.36,50.93,15.29,32.96,6.07,17.96,14.5,20.36,10.61,21.04,13.18,14.93,7.14,1.86,19.25,22.79,48.11,15.0,29.32,7.79,18.79,14.89,21.36,7.96,22.21,14.71,14.93,6.75,3.32,18.39,219.08333333333334,275.5
1288,24.19,56.03,19.42,41.58,4.77,14.45,14.19,21.42,13.55,23.9,10.58,13.0,6.68,4.71,19.35,21.06,51.65,16.87,38.77,4.19,12.87,14.94,22.32,10.42,22.06,10.26,14.65,5.32,3.52,18.03,148.25,178.0
1290,20.9,52.33,16.3,39.27,4.6,13.07,14.63,21.77,11.5,21.53,11.0,14.37,5.7,2.67,17.47,23.7,52.97,18.5,36.33,5.2,16.63,13.03,19.87,11.33,23.93,11.93,15.1,6.23,3.53,19.47,275.5833333333333,313.5
1291,24.22,54.25,18.22,37.91,6.0,16.34,14.62,21.0,10.09,23.94,12.84,14.38,7.25,3.66,19.88,23.0,55.41,17.53,38.38,5.47,17.03,15.03,21.38,11.81,23.59,11.0,15.09,6.12,2.84,19.16,183.16666666666666,202.5
1292,23.48,50.77,18.03,35.68,5.45,15.1,14.97,21.03,9.26,21.61,11.87,14.48,5.71,2.13,20.29,22.94,50.9,16.16,31.52,6.77,19.39,17.29,23.61,9.71,21.68,11.84,13.55,7.32,2.39,19.16,170.25,186.75
1293,25.93,53.14,20.07,37.86,5.86,15.28,14.62,19.79,9.93,23.24,14.83,14.41,6.97,3.28,20.62,23.38,54.14,16.34,33.72,7.03,20.41,16.0,22.62,11.24,20.41,14.55,13.48,6.79,2.62,18.34,179.08333333333334,220.5
1294,23.19,53.59,16.85,35.26,6.33,18.33,16.11,22.56,11.56,23.19,12.59,17.3,6.89,1.48,20.19,24.19,53.67,16.37,32.85,7.81,20.81,14.96,20.89,9.63,22.33,13.44,15.33,7.7,3.63,19.52,248.25,242.25
1295,25.85,56.07,19.37,39.63,6.48,16.44,16.85,22.48,11.11,24.15,14.11,13.89,5.89,2.59,19.74,25.22,56.15,20.15,41.96,5.07,14.19,15.19,20.59,9.41,22.0,12.0,12.96,6.7,3.41,20.11,180.91666666666666,189.0
1296,23.39,55.82,18.32,38.82,5.07,17.0,13.86,20.39,12.46,22.89,11.68,18.18,6.21,3.61,21.68,25.04,55.43,16.82,35.04,8.21,20.39,17.11,24.86,11.32,23.71,13.68,14.57,7.5,3.11,19.43,285.8333333333333,232.5
1298,25.3,62.33,15.7,35.0,9.6,27.33,16.1,21.5,12.93,24.17,13.8,16.43,9.1,2.53,21.67,25.2,58.07,19.2,39.77,6.0,18.3,17.2,25.17,12.9,26.93,14.07,18.93,8.1,4.13,20.2,241.0,271.5
1299,23.43,52.46,17.11,33.43,6.32,19.04,13.71,22.07,10.68,24.25,11.57,17.32,6.04,3.14,17.86,26.43,59.0,18.79,35.29,7.64,23.71,12.32,18.89,12.04,23.29,13.64,14.07,7.61,3.79,19.64,247.08333333333334,231.75
1300,19.59,53.3,14.52,36.19,5.07,17.11,10.52,16.52,10.19,20.67,11.67,20.7,7.67,2.41,20.0,28.07,59.07,20.78,38.48,7.3,20.59,15.81,22.48,13.44,26.04,17.07,15.26,9.7,4.37,17.63,335.0,335.0
1301,22.52,49.48,16.84,33.19,5.68,16.29,16.58,23.06,9.35,24.16,13.26,15.52,5.06,4.61,16.0,25.87,61.03,19.65,44.1,6.23,16.94,11.71,16.32,13.35,21.19,11.45,11.03,8.0,3.42,19.9,79.08333333333333,61.75
1304,23.94,52.32,18.26,35.77,5.68,16.55,13.29,19.94,10.32,23.74,14.26,13.39,8.39,2.81,16.39,20.58,51.45,13.16,31.29,7.42,20.16,11.71,16.55,10.13,21.84,11.45,15.61,6.84,3.29,17.58,69.83333333333333,75.75
1305,26.74,55.97,20.87,39.74,5.87,16.23,15.0,20.97,10.74,25.58,13.97,13.97,4.68,5.9,17.84,25.65,60.32,19.68,43.61,5.97,16.71,12.9,19.23,12.1,22.03,13.84,12.1,6.19,2.19,18.32,91.83333333333333,93.25
1306,21.93,56.75,12.32,31.0,9.61,25.75,13.18,19.04,11.54,22.36,12.0,13.32,5.57,2.14,19.07,24.39,52.93,17.25,34.75,7.14,18.18,14.46,20.68,9.86,26.54,11.79,14.96,6.07,3.64,18.39,304.0833333333333,293.75
1307,25.69,55.06,17.44,35.66,8.25,19.41,14.75,22.19,10.38,24.31,16.31,12.22,6.16,2.75,19.38,20.75,50.88,13.78,30.41,6.97,20.47,14.06,20.62,9.12,22.94,13.16,16.22,5.12,2.38,20.91,45.166666666666664,49.75
1308,28.94,61.06,22.82,43.5,6.12,17.56,15.21,23.79,15.18,26.24,15.03,16.06,6.62,3.09,18.59,25.41,59.35,17.38,37.24,8.03,22.12,13.62,19.71,10.91,21.68,13.47,15.82,5.88,3.59,20.21,135.08333333333334,143.0
1309,25.7,57.5,20.2,41.7,5.5,15.8,15.43,21.17,10.23,22.17,11.33,12.1,7.13,1.7,19.77,24.77,54.47,17.97,36.2,6.8,18.27,15.5,21.97,10.73,24.53,12.7,15.07,5.23,2.97,19.47,148.08333333333334,131.0
1310,24.62,60.79,16.97,36.41,7.66,24.38,19.62,26.93,15.07,23.28,12.55,13.52,7.83,3.62,19.79,26.0,59.38,19.59,40.21,6.41,19.17,14.66,21.34,13.38,25.1,12.97,15.69,6.0,4.48,22.0,112.58333333333333,112.75
1311,21.6,53.6,13.57,29.57,8.03,24.03,12.6,18.97,10.57,20.9,13.0,17.63,8.2,1.97,20.53,23.5,51.8,15.43,30.33,8.07,21.47,15.23,22.43,11.47,24.83,13.8,18.7,7.63,4.0,18.77,234.75,223.0
1312,18.97,53.31,14.07,36.07,4.9,17.24,13.1,21.38,11.69,22.66,9.59,19.93,6.41,3.48,22.38,26.31,55.55,19.31,38.1,7.0,17.45,17.38,25.45,10.97,26.59,16.34,14.59,9.59,4.48,20.31,341.0,340.75
1313,26.35,59.84,21.32,43.1,5.03,16.74,11.87,17.84,13.03,22.74,11.0,15.48,8.65,3.45,21.35,23.9,55.0,17.23,36.68,6.68,18.32,16.13,24.71,12.65,23.26,13.23,15.94,6.48,3.1,16.9,275.0,301.0
1314,31.85,66.03,26.32,51.38,5.53,14.65,19.47,25.82,15.71,28.5,16.74,14.68,8.32,4.59,16.97,27.18,64.41,19.74,42.0,7.44,22.41,10.94,16.44,11.47,21.35,13.71,16.35,8.09,5.12,21.06,4.083333333333333,5.25
1316,21.36,55.29,16.79,38.86,4.57,16.43,12.21,20.04,11.75,21.93,10.79,17.18,6.29,3.43,21.86,24.11,53.86,17.71,36.57,6.39,17.29,19.29,28.39,11.86,25.96,13.29,14.75,9.04,3.82,19.39,338.3333333333333,338.5
1317,25.89,56.21,19.29,39.5,6.61,16.71,16.54,22.82,11.89,24.82,10.86,15.21,5.29,2.96,19.43,24.14,56.25,17.43,36.64,6.71,19.61,15.68,21.96,10.5,21.82,11.25,13.93,7.18,3.57,19.93,134.0,125.5
1318,22.06,52.84,16.84,36.16,5.23,16.68,14.03,19.23,11.65,20.94,11.71,13.19,7.03,2.97,16.32,22.84,51.65,17.35,35.42,5.48,16.23,12.48,17.58,10.32,21.84,12.61,14.0,7.35,3.84,18.65,189.08333333333334,183.25
1319,24.2,50.23,17.73,33.67,6.47,16.57,16.8,23.47,8.67,24.9,15.37,15.3,6.17,2.23,20.6,23.23,54.13,15.47,33.6,7.77,20.53,14.33,20.53,9.57,20.23,13.43,13.83,6.47,3.47,21.17,137.91666666666666,136.0
1320,20.48,46.45,15.0,30.26,5.48,16.19,14.74,20.26,7.32,24.58,11.52,12.0,3.9,3.23,18.13,21.0,52.35,13.77,32.48,7.23,19.87,11.52,15.84,9.61,21.9,10.9,10.16,4.74,2.03,19.16,108.83333333333333,96.5
1321,22.24,51.1,14.1,28.76,8.14,22.34,8.03,12.17,6.45,17.21,15.86,11.45,7.9,1.9,17.86,23.31,48.14,15.21,27.28,8.1,20.86,13.38,18.93,10.48,24.79,15.97,15.1,5.86,3.45,14.62,209.08333333333334,177.5
1322,25.57,59.3,18.77,39.1,6.8,20.2,14.57,20.63,12.47,23.2,15.2,19.07,8.53,4.47,21.93,26.87,57.67,19.33,37.77,7.53,19.9,18.43,26.9,12.07,24.97,15.87,17.93,9.77,2.87,19.47,261.1666666666667,268.5
