TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,7OT,ARG,ATP,BAR,BBT,BIH,BNZ,BWE,CBR,COL,DAV,DCI,DII,DOK,DOL,DUN,EBP,EMK,FAS,HAS,INC,JJK,JNG,KCX,KLK,KPK,KRA,LAW,LMC,LOG,MAS,MB,MMG,MOR,NET,NOL,OMN,PGH,PIR,POM,REW,RME,RMS,RPI,RT,RTH,RTP,RWP,SAG,SEL,SFX,SMS,SPR,SRS,STH,STY,TPR,TRK,TRP,WIL,WLK,WMV,WOB,WOL
1165,28.77,61.85,18.54,32.23,10.23,29.62,12.62,17.62,8.23,21.46,16.62,11.46,9.77,2.12,17.0,28.08,57.88,19.73,34.85,8.35,23.04,12.85,17.88,7.92,23.27,16.5,15.15,6.19,3.12,17.5,134.22222222222223,119.66666666666667,110.11764705882354,125.625,106.4375,128.0625,133.77777777777777,149.66666666666666,110.16666666666667,130.13333333333333,134.33333333333334,146.26666666666668,156.61111111111111,152.33333333333334,129.16666666666666,131.83333333333334,132.61111111111111,125.22222222222223,132.6,138.88888888888889,138.94444444444446,122.38461538461539,117.61111111111111,129.4,142.5,129.66666666666666,144.0,146.0,198.66666666666666,94.35714285714286,151.66666666666666,125.13333333333334,121.3,117.05555555555556,109.06666666666666,146.93333333333334,162.6,159.66666666666666,126.41666666666667,146.0,133.25,138.07692307692307,152.05882352941177,131.0,149.625,140.85714285714286,126.93333333333334,142.5,143.66666666666666,138.55555555555554,128.77777777777777,117.85714285714286,129.0,139.35714285714286,127.88888888888889,147.0,113.53333333333333,147.55555555555554,144.16666666666666,165.72222222222223,121.86666666666666,137.85714285714286,141.14285714285714,110.5
1166,27.52,58.88,18.61,34.12,8.91,24.76,12.7,16.55,7.52,27.24,15.91,10.97,5.24,4.18,13.15,26.52,62.85,20.12,44.12,6.39,18.73,9.06,12.42,7.64,23.24,12.48,9.52,6.18,2.85,15.85,32.888888888888886,41.13333333333333,25.823529411764707,20.875,32.25,50.5,22.333333333333332,24.88888888888889,23.75,58.4,22.77777777777778,18.466666666666665,22.833333333333332,15.055555555555555,46.55555555555556,33.22222222222222,15.222222222222221,16.88888888888889,38.93333333333333,17.333333333333332,15.61111111111111,58.69230769230769,39.388888888888886,13.0,22.375,31.27777777777778,37.285714285714285,15.0,11.0,20.071428571428573,32.611111111111114,46.6,15.0,19.666666666666668,24.6,34.666666666666664,11.0,45.611111111111114,14.5,17.72222222222222,46.5,52.46153846153846,40.411764705882355,49.0,14.75,35.285714285714285,46.266666666666666,19.333333333333332,18.22222222222222,40.0,23.333333333333332,27.142857142857142,30.11111111111111,16.928571428571427,19.11111111111111,20.571428571428573,17.533333333333335,19.27777777777778,18.0,36.77777777777778,21.266666666666666,20.571428571428573,39.142857142857146,64.35714285714286
1167,21.65,53.16,17.52,40.06,4.13,13.1,11.84,15.65,7.35,20.65,10.19,11.94,6.19,2.77,19.1,21.68,49.52,14.42,28.68,7.26,20.84,15.52,21.61,7.35,22.42,11.68,12.65,5.84,2.45,15.45,315.22222222222223,290.26666666666665,311.7647058823529,293.375,283.125,282.75,275.5,289.3888888888889,280.5,307.3333333333333,295.44444444444446,300.1333333333333,299.3333333333333,293.1666666666667,277.1666666666667,304.1666666666667,305.77777777777777,309.1666666666667,289.93333333333334,292.1111111111111,291.6666666666667,310.9230769230769,285.55555555555554,275.4,286.25,300.72222222222223,290.0,304.0,275.6666666666667,280.57142857142856,272.1666666666667,291.2,304.8,282.27777777777777,287.53333333333336,316.06666666666666,295.8,294.77777777777777,292.4166666666667,287.3333333333333,297.25,313.0,272.47058823529414,313.0,291.6875,279.92857142857144,311.6,290.0,272.3333333333333,296.8888888888889,291.0,304.92857142857144,269.05555555555554,283.7142857142857,281.0,287.0,283.26666666666665,296.5,294.1666666666667,296.22222222222223,294.8666666666667,293.7142857142857,299.14285714285717,293.42857142857144
1168,23.16,54.32,15.77,33.94,7.39,20.39,14.61,21.03,7.65,22.52,9.97,11.26,6.26,2.52,18.19,23.26,54.9,16.45,33.45,6.81,21.45,13.0,18.35,8.16,23.71,11.55,13.16,5.77,2.97,19.52,111.11111111111111,184.86666666666667,220.52941176470588,175.75,184.125,175.5,149.83333333333334,172.33333333333334,196.75,187.13333333333333,217.44444444444446,184.13333333333333,176.77777777777777,193.55555555555554,169.88888888888889,174.33333333333334,202.83333333333334,220.33333333333334,197.33333333333334,181.05555555555554,174.55555555555554,186.07692307692307,177.22222222222223,127.6,177.75,176.44444444444446,162.57142857142858,137.0,146.66666666666666,180.0,173.44444444444446,184.2,135.1,193.55555555555554,169.53333333333333,178.26666666666668,131.4,173.16666666666666,168.25,179.72222222222223,167.25,167.76923076923077,167.64705882352942,104.0,192.0,180.42857142857142,181.66666666666666,147.83333333333334,187.27777777777777,159.0,188.5,183.71428571428572,173.88888888888889,166.07142857142858,165.0,136.85714285714286,193.46666666666667,177.22222222222223,193.5,157.61111111111111,184.86666666666667,150.28571428571428,163.57142857142858,182.78571428571428
1169,20.7,53.13,15.23,35.63,5.47,17.5,14.37,19.47,7.83,21.33,8.97,12.33,6.27,3.13,19.17,23.6,53.77,16.53,33.33,7.07,20.43,15.63,20.97,8.63,24.17,12.83,11.3,5.5,2.83,18.17,339.8888888888889,329.26666666666665,337.88235294117646,310.4375,341.5625,345.875,309.77777777777777,327.8333333333333,342.25,354.3333333333333,309.55555555555554,334.26666666666665,329.27777777777777,319.55555555555554,342.0,341.1111111111111,287.6666666666667,325.77777777777777,341.4,302.44444444444446,313.22222222222223,350.84615384615387,343.94444444444446,308.4,320.5,336.5,344.85714285714283,327.0,298.6666666666667,313.5,332.1111111111111,349.06666666666666,319.4,305.22222222222223,324.0,349.6666666666667,323.0,348.55555555555554,318.0,320.22222222222223,351.0,331.53846153846155,339.0,357.0,309.9375,337.64285714285717,354.1333333333333,338.1666666666667,323.22222222222223,342.77777777777777,323.77777777777777,335.35714285714283,318.1666666666667,294.7142857142857,334.1111111111111,326.2857142857143,283.8666666666667,318.44444444444446,307.94444444444446,344.3888888888889,326.0,331.85714285714283,346.14285714285717,354.2142857142857
1170,24.37,54.6,17.6,35.2,6.77,19.4,10.63,15.03,9.03,23.03,13.63,12.67,4.37,2.7,15.87,26.17,56.0,20.03,38.8,6.13,17.2,10.7,14.47,6.47,19.63,11.73,9.1,6.57,2.7,15.5,248.11111111111111,212.13333333333333,214.35294117647058,213.125,225.6875,199.25,229.61111111111111,227.0,195.5,207.2,228.11111111111111,257.06666666666666,232.88888888888889,233.0,197.11111111111111,241.22222222222223,231.33333333333334,239.88888888888889,225.93333333333334,225.5,236.05555555555554,210.23076923076923,206.55555555555554,225.8,209.125,238.94444444444446,236.57142857142858,242.0,206.0,229.71428571428572,226.94444444444446,201.86666666666667,208.0,271.6111111111111,203.73333333333332,250.26666666666668,254.4,219.27777777777777,230.58333333333334,232.0,248.75,206.07692307692307,198.58823529411765,250.0,213.5625,214.78571428571428,208.06666666666666,236.66666666666666,237.94444444444446,207.88888888888889,256.3333333333333,203.92857142857142,185.16666666666666,211.64285714285714,225.33333333333334,227.85714285714286,226.06666666666666,228.05555555555554,241.33333333333334,228.83333333333334,232.26666666666668,230.0,234.42857142857142,190.71428571428572
1171,24.77,57.27,17.0,33.46,7.77,23.81,11.62,16.69,6.81,23.5,12.19,13.92,4.96,3.92,17.65,26.85,59.15,19.81,38.42,7.04,20.73,13.65,18.73,7.58,24.88,11.96,11.35,8.38,3.15,17.19,304.22222222222223,283.73333333333335,298.6470588235294,291.875,302.375,301.0625,270.77777777777777,296.3888888888889,310.0833333333333,312.4,300.55555555555554,259.0,290.8333333333333,287.05555555555554,302.3888888888889,277.6666666666667,266.3333333333333,267.22222222222223,290.93333333333334,282.44444444444446,291.55555555555554,308.3076923076923,315.44444444444446,277.0,305.0,274.6666666666667,290.57142857142856,270.0,291.6666666666667,279.2142857142857,300.94444444444446,309.8666666666667,280.1,271.55555555555554,296.53333333333336,293.93333333333334,255.4,311.05555555555554,279.0,286.77777777777777,296.25,315.2307692307692,301.94117647058823,270.0,267.625,308.57142857142856,297.6666666666667,310.1666666666667,278.55555555555554,305.22222222222223,213.44444444444446,290.42857142857144,289.5,298.07142857142856,316.44444444444446,278.85714285714283,280.1333333333333,287.3888888888889,275.8333333333333,308.8888888888889,293.8,292.0,295.42857142857144,300.0
1172,24.58,55.58,18.1,35.26,6.48,20.32,13.68,18.23,6.87,22.65,13.06,10.32,5.26,1.29,15.03,25.55,57.16,18.61,36.13,6.94,21.03,10.77,15.29,8.32,24.03,12.58,10.87,5.97,3.87,17.77,125.77777777777777,157.73333333333332,151.64705882352942,152.5625,119.375,146.375,115.55555555555556,116.66666666666667,118.08333333333333,137.46666666666667,143.0,100.2,103.27777777777777,117.38888888888889,141.22222222222223,109.11111111111111,160.72222222222223,121.38888888888889,133.26666666666668,148.55555555555554,119.22222222222223,145.6153846153846,154.11111111111111,139.4,139.25,138.83333333333334,148.42857142857142,127.0,145.0,169.5,102.5,134.0,141.5,141.5,159.66666666666666,125.73333333333333,125.8,121.66666666666667,134.5,132.83333333333334,155.0,117.0,129.64705882352942,127.0,117.4375,130.07142857142858,142.0,150.33333333333334,114.11111111111111,141.55555555555554,98.55555555555556,141.14285714285714,150.22222222222223,141.5,123.22222222222223,148.28571428571428,139.66666666666666,150.55555555555554,132.55555555555554,107.33333333333333,150.53333333333333,142.57142857142858,157.71428571428572,150.64285714285714
1173,24.5,52.47,17.88,32.91,6.62,19.56,13.03,18.65,8.29,24.91,15.24,11.65,4.79,4.35,13.82,22.47,57.12,16.0,35.0,6.47,22.12,9.62,13.65,8.35,19.53,10.91,9.59,5.79,2.26,17.38,33.111111111111114,85.13333333333334,64.82352941176471,77.375,79.5625,115.9375,83.27777777777777,71.5,78.5,100.06666666666666,73.44444444444444,74.73333333333333,68.16666666666667,55.111111111111114,110.22222222222223,60.44444444444444,49.22222222222222,33.388888888888886,95.53333333333333,66.88888888888889,68.05555555555556,89.84615384615384,105.16666666666667,80.2,85.125,82.33333333333333,94.57142857142857,60.0,61.0,79.78571428571429,78.11111111111111,102.0,68.6,77.5,87.2,72.4,73.0,92.5,61.75,60.77777777777778,94.75,98.07692307692308,102.05882352941177,74.0,65.5625,89.92857142857143,81.53333333333333,67.66666666666667,68.0,85.11111111111111,65.55555555555556,75.85714285714286,85.22222222222223,74.92857142857143,65.77777777777777,77.57142857142857,92.8,56.22222222222222,54.72222222222222,84.22222222222223,80.06666666666666,79.14285714285714,91.28571428571429,113.64285714285714
1174,24.59,56.19,18.03,35.69,6.56,20.5,13.62,18.56,7.09,21.66,11.81,10.66,6.84,3.72,16.41,25.91,57.06,18.66,37.25,7.25,19.81,12.16,16.75,8.53,24.38,13.91,12.16,6.03,3.28,17.72,159.88888888888889,223.33333333333334,208.7058823529412,219.9375,193.0625,193.8125,209.44444444444446,209.61111111111111,201.75,188.26666666666668,206.22222222222223,188.0,181.27777777777777,206.83333333333334,198.27777777777777,171.0,205.0,210.55555555555554,202.33333333333334,217.77777777777777,205.38888888888889,180.53846153846155,209.77777777777777,233.4,216.0625,191.5,210.85714285714286,232.0,230.33333333333334,222.57142857142858,188.22222222222223,184.26666666666668,218.4,230.77777777777777,211.26666666666668,167.2,248.2,197.27777777777777,220.25,208.55555555555554,208.0,190.23076923076923,206.58823529411765,188.0,202.375,197.85714285714286,196.86666666666667,222.0,205.33333333333334,203.77777777777777,198.5,213.0,226.16666666666666,225.42857142857142,215.0,230.71428571428572,223.8,212.38888888888889,212.05555555555554,169.61111111111111,209.13333333333333,222.57142857142858,214.28571428571428,182.35714285714286
1175,23.18,56.43,17.75,38.96,5.43,17.46,11.29,16.29,9.25,22.07,11.79,15.32,6.54,2.71,18.04,26.0,56.18,16.43,32.25,9.57,23.93,14.25,20.64,8.71,23.32,16.29,12.79,8.07,3.54,17.18,353.55555555555554,356.06666666666666,346.3529411764706,354.75,354.9375,353.25,355.6111111111111,357.27777777777777,359.8333333333333,352.1333333333333,353.55555555555554,358.3333333333333,359.72222222222223,356.8333333333333,352.94444444444446,358.1111111111111,358.3333333333333,359.22222222222223,358.3333333333333,358.5,357.3333333333333,354.2307692307692,348.94444444444446,354.0,351.875,355.6111111111111,349.7142857142857,358.0,359.6666666666667,352.14285714285717,361.8888888888889,360.1333333333333,352.4,354.8333333333333,353.46666666666664,352.8,354.6,354.6666666666667,357.5833333333333,358.05555555555554,355.25,354.6923076923077,356.05882352941177,347.0,351.625,359.57142857142856,348.1333333333333,357.5,358.27777777777777,356.8888888888889,351.22222222222223,352.7857142857143,352.27777777777777,353.85714285714283,357.44444444444446,356.57142857142856,349.0,357.5,358.3333333333333,359.77777777777777,356.1333333333333,353.85714285714283,352.85714285714283,356.2142857142857
1176,25.83,53.77,21.23,39.77,4.6,14.0,15.4,21.2,7.77,24.3,11.2,14.4,5.33,2.9,17.2,27.23,60.67,19.0,36.4,8.23,24.27,12.63,16.8,8.13,19.37,14.07,10.5,6.77,3.67,18.8,264.55555555555554,258.26666666666665,265.3529411764706,257.8125,260.375,225.5,285.44444444444446,284.8888888888889,256.8333333333333,222.8,269.3333333333333,292.2,274.55555555555554,295.3888888888889,229.16666666666666,253.5,303.1666666666667,287.44444444444446,251.46666666666667,278.0,306.0,237.46153846153845,198.88888888888889,289.2,262.8125,269.6111111111111,265.14285714285717,305.0,301.0,286.42857142857144,271.8333333333333,241.53333333333333,279.6,325.94444444444446,256.6,272.1333333333333,301.6,248.88888888888889,297.8333333333333,274.55555555555554,276.25,150.07692307692307,236.7058823529412,303.0,298.625,263.2857142857143,230.66666666666666,272.1666666666667,282.55555555555554,253.44444444444446,309.0,263.64285714285717,261.1666666666667,281.7857142857143,287.3333333333333,282.0,293.4,271.27777777777777,300.27777777777777,249.72222222222223,274.6,277.0,256.2857142857143,229.78571428571428
1177,25.39,59.42,17.12,36.94,8.27,22.48,12.12,16.39,7.7,21.48,13.85,12.61,6.39,4.73,18.3,27.36,60.12,20.06,39.24,7.3,20.88,15.27,21.48,10.09,25.36,14.21,12.0,7.24,3.33,16.55,233.44444444444446,178.4,110.3529411764706,163.6875,172.625,160.5,131.55555555555554,146.05555555555554,174.41666666666666,160.4,160.77777777777777,114.93333333333334,117.72222222222223,133.55555555555554,151.44444444444446,136.44444444444446,121.16666666666667,127.33333333333333,151.73333333333332,150.72222222222223,122.77777777777777,174.6153846153846,173.66666666666666,145.8,147.4375,155.94444444444446,146.57142857142858,148.0,113.33333333333333,195.0,115.44444444444444,125.46666666666667,156.4,126.83333333333333,169.26666666666668,172.33333333333334,144.0,134.22222222222223,132.0,125.16666666666667,190.0,131.6153846153846,132.88235294117646,216.0,166.5625,125.5,169.93333333333334,191.5,125.33333333333333,147.88888888888889,134.55555555555554,157.85714285714286,151.55555555555554,134.21428571428572,150.66666666666666,164.28571428571428,153.8,155.33333333333334,117.05555555555556,121.16666666666667,156.26666666666668,153.42857142857142,175.71428571428572,171.78571428571428
1178,26.5,61.44,16.34,35.22,10.16,26.22,12.91,16.72,11.44,22.06,12.41,11.53,6.16,1.88,16.0,27.16,58.62,18.66,35.5,8.5,23.12,12.84,16.97,8.53,22.19,14.38,11.25,6.66,2.84,16.91,197.88888888888889,221.8,206.8235294117647,191.25,192.4375,229.25,196.44444444444446,223.72222222222223,200.91666666666666,247.73333333333332,193.77777777777777,224.0,210.77777777777777,203.38888888888889,231.61111111111111,229.83333333333334,191.66666666666666,218.72222222222223,235.2,202.77777777777777,199.38888888888889,255.15384615384616,241.77777777777777,212.6,214.25,230.44444444444446,259.85714285714283,173.0,171.66666666666666,175.0,231.77777777777777,230.33333333333334,203.6,218.11111111111111,202.66666666666666,252.4,185.2,244.55555555555554,214.16666666666666,210.94444444444446,245.25,253.84615384615384,229.64705882352942,240.0,192.4375,230.71428571428572,235.13333333333333,217.83333333333334,211.55555555555554,259.3333333333333,209.05555555555554,213.78571428571428,202.55555555555554,213.92857142857142,221.44444444444446,230.28571428571428,182.2,227.22222222222223,226.11111111111111,238.66666666666666,202.8,239.57142857142858,267.2857142857143,229.57142857142858
1179,26.7,57.55,19.03,36.64,7.67,20.91,12.79,16.58,7.09,25.85,13.12,9.88,5.3,2.48,14.94,23.48,56.91,16.67,35.06,6.82,21.85,10.61,15.18,6.39,23.36,10.33,11.39,5.18,2.36,17.09,37.77777777777778,65.8,100.76470588235294,87.9375,60.875,67.625,103.0,81.38888888888889,69.0,61.0,78.55555555555556,71.0,89.27777777777777,72.55555555555556,72.72222222222223,64.22222222222223,72.5,52.0,70.46666666666667,72.5,82.5,64.38461538461539,71.05555555555556,77.8,91.125,76.22222222222223,69.85714285714286,66.0,86.66666666666667,91.0,74.83333333333333,73.66666666666667,90.7,76.55555555555556,80.66666666666667,51.46666666666667,50.0,74.22222222222223,81.08333333333333,81.38888888888889,49.0,77.3076923076923,83.76470588235294,31.0,85.5,86.35714285714286,62.4,62.333333333333336,77.05555555555556,77.11111111111111,61.111111111111114,78.21428571428571,82.11111111111111,101.78571428571429,73.33333333333333,65.28571428571429,83.73333333333333,75.0,80.5,79.77777777777777,83.73333333333333,72.28571428571429,61.285714285714285,69.64285714285714
1180,23.84,55.42,16.74,33.1,7.1,22.32,11.35,16.68,8.32,23.23,11.55,10.65,5.42,3.23,14.58,23.97,56.26,18.61,40.29,5.35,15.97,9.68,13.61,7.32,22.1,11.23,11.13,5.84,2.71,17.06,196.66666666666666,213.26666666666668,196.0,183.3125,191.875,214.9375,177.66666666666666,182.44444444444446,174.25,207.53333333333333,175.66666666666666,191.2,192.66666666666666,203.55555555555554,214.27777777777777,181.05555555555554,208.16666666666666,186.44444444444446,197.6,201.77777777777777,188.27777777777777,203.15384615384616,195.5,200.8,177.125,191.0,218.57142857142858,168.0,198.33333333333334,196.57142857142858,190.77777777777777,212.66666666666666,163.5,173.22222222222223,189.86666666666667,200.86666666666667,205.4,210.83333333333334,189.08333333333334,193.61111111111111,208.25,229.0,203.58823529411765,239.0,179.25,202.42857142857142,239.53333333333333,196.16666666666666,183.83333333333334,214.55555555555554,160.22222222222223,197.71428571428572,218.16666666666666,176.28571428571428,197.55555555555554,213.71428571428572,195.93333333333334,203.55555555555554,190.22222222222223,201.38888888888889,186.66666666666666,207.42857142857142,222.42857142857142,214.64285714285714
1181,26.0,57.62,19.15,37.21,6.85,20.41,13.68,17.74,10.82,24.88,14.71,11.53,5.71,4.47,15.21,23.59,57.62,17.44,37.38,6.15,20.24,10.62,13.88,7.76,20.0,11.26,10.53,6.15,3.59,16.74,41.666666666666664,19.2,29.88235294117647,31.4375,29.0,27.125,19.555555555555557,18.444444444444443,25.0,20.266666666666666,26.0,19.8,19.11111111111111,15.61111111111111,25.166666666666668,13.0,23.055555555555557,14.61111111111111,20.333333333333332,19.833333333333332,19.61111111111111,23.0,23.166666666666668,29.2,21.9375,15.5,21.857142857142858,17.0,32.666666666666664,31.357142857142858,15.722222222222221,19.866666666666667,24.8,22.77777777777778,21.533333333333335,16.133333333333333,25.4,20.166666666666668,25.0,22.77777777777778,22.25,23.384615384615383,20.88235294117647,8.0,23.9375,21.714285714285715,19.333333333333332,32.833333333333336,19.61111111111111,20.555555555555557,16.166666666666668,23.928571428571427,24.555555555555557,24.571428571428573,32.0,25.857142857142858,27.266666666666666,22.0,19.11111111111111,17.61111111111111,25.666666666666668,21.428571428571427,23.571428571428573,21.0
1182,27.22,62.19,18.22,37.5,9.0,24.69,11.38,16.53,10.91,21.94,15.22,11.59,8.28,3.84,18.66,25.12,56.84,18.31,37.56,6.81,19.28,13.81,19.94,9.94,23.69,13.28,14.06,5.78,3.12,16.28,59.44444444444444,127.46666666666667,86.88235294117646,122.6875,132.4375,97.1875,160.55555555555554,119.27777777777777,120.16666666666667,79.06666666666666,114.88888888888889,132.66666666666666,125.05555555555556,120.44444444444444,106.0,131.05555555555554,134.88888888888889,120.27777777777777,95.8,106.55555555555556,124.05555555555556,83.53846153846153,117.27777777777777,113.8,111.4375,138.94444444444446,103.14285714285714,109.0,102.66666666666667,142.42857142857142,122.16666666666667,100.66666666666667,123.5,121.5,125.33333333333333,125.13333333333334,109.6,95.55555555555556,117.08333333333333,117.16666666666667,100.75,75.84615384615384,99.47058823529412,119.0,101.4375,100.07142857142857,82.86666666666666,100.5,135.27777777777777,101.33333333333333,171.5,120.92857142857143,136.72222222222223,108.42857142857143,99.88888888888889,111.85714285714286,135.0,110.55555555555556,126.72222222222223,135.5,109.26666666666667,100.71428571428571,98.85714285714286,111.78571428571429
1183,24.97,57.34,19.79,41.48,5.17,15.86,11.76,18.55,7.79,22.21,13.72,12.83,7.97,3.38,18.21,26.14,58.31,17.55,33.48,8.59,24.83,13.34,18.93,10.1,25.14,15.52,13.24,6.59,3.66,17.38,341.3333333333333,330.73333333333335,320.0,340.125,352.25,345.3125,347.27777777777777,344.1666666666667,334.5833333333333,345.46666666666664,342.8888888888889,353.8666666666667,346.44444444444446,349.22222222222223,341.27777777777777,351.27777777777777,340.94444444444446,354.44444444444446,338.46666666666664,345.5,345.22222222222223,334.53846153846155,322.6666666666667,338.8,340.8125,339.27777777777777,345.85714285714283,339.0,329.6666666666667,339.57142857142856,346.27777777777777,345.26666666666665,339.7,330.8888888888889,341.93333333333334,345.93333333333334,337.4,346.44444444444446,345.5,349.55555555555554,336.5,305.38461538461536,342.88235294117646,350.0,340.375,341.7142857142857,341.46666666666664,344.6666666666667,350.22222222222223,341.77777777777777,338.3888888888889,344.0,323.3888888888889,334.92857142857144,343.0,340.85714285714283,310.3333333333333,347.8888888888889,347.22222222222223,345.5,340.6,346.14285714285717,342.85714285714283,342.7142857142857
1184,27.0,64.43,19.6,40.97,7.4,23.47,10.4,15.97,11.57,24.13,13.47,11.67,7.1,4.87,15.93,26.13,61.2,17.8,36.7,8.33,24.5,11.57,15.7,9.43,24.77,14.3,12.67,6.73,2.9,15.37,126.22222222222223,150.66666666666666,250.0,226.1875,221.6875,175.1875,210.61111111111111,206.72222222222223,215.08333333333334,170.13333333333333,232.33333333333334,203.66666666666666,222.33333333333334,216.22222222222223,181.22222222222223,230.33333333333334,188.0,202.38888888888889,163.86666666666667,206.61111111111111,218.66666666666666,157.46153846153845,172.77777777777777,192.2,212.875,167.83333333333334,137.57142857142858,203.0,210.33333333333334,189.0,200.33333333333334,174.66666666666666,198.2,152.05555555555554,198.33333333333334,189.4,170.6,179.55555555555554,200.25,221.27777777777777,142.75,199.23076923076923,181.94117647058823,103.0,186.6875,186.42857142857142,155.33333333333334,164.33333333333334,232.0,153.22222222222223,137.44444444444446,193.0,188.83333333333334,223.07142857142858,191.88888888888889,150.85714285714286,224.33333333333334,196.16666666666666,211.27777777777777,192.27777777777777,190.4,158.85714285714286,130.85714285714286,154.07142857142858
1185,25.77,58.63,19.6,38.97,6.17,19.67,14.43,18.87,6.93,20.83,9.53,11.2,6.13,2.2,19.0,29.03,59.87,20.57,35.07,8.47,24.8,14.77,20.93,9.53,24.47,13.73,11.63,6.37,2.8,16.57,345.77777777777777,337.2,279.1764705882353,304.875,320.1875,330.5,319.3333333333333,310.5,314.9166666666667,334.4,302.22222222222223,294.8666666666667,309.6111111111111,290.55555555555554,324.6111111111111,327.0,324.55555555555554,301.8888888888889,334.4,313.6666666666667,286.05555555555554,330.61538461538464,321.6666666666667,319.2,312.3125,338.44444444444446,324.57142857142856,314.0,266.3333333333333,334.7142857142857,316.44444444444446,323.3333333333333,308.6,322.05555555555554,316.46666666666664,322.06666666666666,309.2,325.5,322.0833333333333,310.44444444444446,337.75,330.3076923076923,318.94117647058823,327.0,323.9375,314.7142857142857,335.8,323.3333333333333,286.72222222222223,318.3333333333333,322.6666666666667,308.7142857142857,300.55555555555554,309.7142857142857,306.77777777777777,305.7142857142857,290.93333333333334,306.1666666666667,322.1666666666667,319.55555555555554,336.26666666666665,322.42857142857144,329.7142857142857,324.92857142857144
1186,26.74,54.94,18.13,30.81,8.61,24.13,13.26,17.61,7.48,24.84,14.9,13.23,4.77,2.9,17.68,25.19,58.87,16.84,33.19,8.35,25.68,13.19,17.42,7.77,20.42,12.45,10.26,6.42,1.87,17.87,174.22222222222223,161.46666666666667,153.23529411764707,173.625,177.25,163.6875,186.33333333333334,166.44444444444446,204.75,165.46666666666667,210.22222222222223,168.4,183.77777777777777,183.94444444444446,169.83333333333334,192.5,168.55555555555554,175.83333333333334,183.86666666666667,157.77777777777777,187.88888888888889,148.69230769230768,188.11111111111111,126.8,177.4375,165.88888888888889,121.42857142857143,150.0,131.66666666666666,156.21428571428572,163.66666666666666,149.46666666666667,140.5,233.27777777777777,165.4,138.13333333333333,134.4,176.11111111111111,147.5,175.38888888888889,122.0,231.84615384615384,186.05882352941177,130.0,217.5,170.14285714285714,171.73333333333332,122.33333333333333,186.11111111111111,132.88888888888889,151.77777777777777,148.35714285714286,184.77777777777777,169.78571428571428,142.44444444444446,119.71428571428571,190.26666666666668,181.5,175.38888888888889,172.44444444444446,172.0,128.0,118.28571428571429,149.57142857142858
1187,23.3,57.45,15.76,33.58,7.55,23.88,14.67,21.33,10.3,23.18,13.12,12.94,6.52,2.64,17.67,25.15,57.73,18.61,37.82,6.55,19.91,13.67,19.12,8.82,22.97,12.55,11.48,6.55,3.45,17.7,229.66666666666666,205.73333333333332,146.76470588235293,196.375,178.1875,173.8125,198.88888888888889,178.94444444444446,170.16666666666666,164.06666666666666,169.55555555555554,169.86666666666667,179.5,207.05555555555554,174.27777777777777,157.11111111111111,226.72222222222223,220.88888888888889,162.66666666666666,208.72222222222223,188.5,167.46153846153845,178.0,195.2,180.6875,189.55555555555554,179.42857142857142,171.0,169.66666666666666,214.78571428571428,158.94444444444446,165.2,211.4,165.5,201.2,174.33333333333334,188.4,169.77777777777777,202.91666666666666,203.88888888888889,174.75,157.23076923076923,165.35294117647058,215.0,202.0625,160.85714285714286,167.2,181.83333333333334,180.88888888888889,178.55555555555554,200.72222222222223,190.42857142857142,197.05555555555554,179.64285714285714,173.66666666666666,193.0,176.4,209.77777777777777,208.22222222222223,167.05555555555554,188.0,185.57142857142858,193.28571428571428,186.71428571428572
1188,24.53,57.8,17.53,36.13,7.0,21.67,17.13,23.27,9.7,24.43,11.77,12.4,6.73,3.97,17.87,25.13,58.6,18.0,37.4,7.13,21.2,14.73,20.3,8.97,23.53,11.73,12.97,6.2,2.97,19.47,188.11111111111111,170.26666666666668,204.35294117647058,180.0625,186.1875,166.875,230.5,228.0,157.25,175.46666666666667,189.0,265.46666666666664,240.72222222222223,241.66666666666666,175.22222222222223,198.22222222222223,232.16666666666666,240.61111111111111,185.33333333333334,209.0,229.88888888888889,175.53846153846155,146.11111111111111,234.0,189.5625,209.33333333333334,232.28571428571428,236.0,247.66666666666666,172.78571428571428,242.5,190.86666666666667,200.7,244.5,162.06666666666666,235.13333333333333,261.6,203.27777777777777,221.91666666666666,218.94444444444446,210.25,161.84615384615384,198.58823529411765,210.0,175.8125,200.92857142857142,165.33333333333334,216.66666666666666,241.0,206.44444444444446,248.66666666666666,201.5,190.72222222222223,204.5,228.0,235.57142857142858,191.33333333333334,214.66666666666666,231.55555555555554,230.11111111111111,186.4,229.71428571428572,209.42857142857142,163.0
