Models,R1W1,R1W2,R1W3,R1W4,R1W5,R1W6,R1W7,R1W8,R1X1,R1X2,R1X3,R1X4,R1X5,R1X6,R1X7,R1X8,R1Y1,R1Y2,R1Y3,R1Y4,R1Y5,R1Y6,R1Y7,R1Y8,R1Z1,R1Z2,R1Z3,R1Z4,R1Z5,R1Z6,R1Z7,R1Z8,R2W1,R2W2,R2W3,R2W4,R2X1,R2X2,R2X3,R2X4,R2Y1,R2Y2,R2Y3,R2Y4,R2Z1,R2Z2,R2Z3,R2Z4,R3W1,R3W2,R3X1,R3X2,R3Y1,R3Y2,R3Z1,R3Z2,R4W1,R4X1,R4Y1,R4Z1,R5WX,R5YZ,R6CH,Accuracy
StrongSeed_LogisticRegression_avg,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,S Dakota St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Akron,Samford,Houston,WKU,Oakland,Vermont,Connecticut,Washington St,North Carolina,Nevada,Purdue,Virginia,Houston,WKU,Auburn,North Carolina,McNeese St,James Madison,Washington St,Akron,Washington St,0.73015873
StrongSeed_DecisionTreeClassifier_avg,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Morehead St,Auburn,North Carolina,Arizona,Colgate,Col Charleston,Purdue,Tennessee,Creighton,Samford,Longwood,WKU,Oakland,Duke,Connecticut,Drake,Mississippi St,Arizona,Purdue,Virginia,Longwood,Colorado,Auburn,Mississippi St,Purdue,James Madison,Auburn,Purdue,Mississippi St,0.73015873
StrongSeed_RandomForestClassifier_avg,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,S Dakota St,Illinois,Yale,North Carolina,Arizona,Colgate,Col Charleston,Purdue,Tennessee,Creighton,Samford,Longwood,WKU,Oakland,Vermont,FL Atlantic,Drake,North Carolina,Arizona,Purdue,Virginia,Longwood,Colorado,FL Atlantic,North Carolina,McNeese St,James Madison,FL Atlantic,Creighton,FL Atlantic,0.698412698
StrongSeed_XGBClassifier_avg,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,S Dakota St,Illinois,Auburn,North Carolina,Arizona,Colgate,Alabama,Purdue,Tennessee,Akron,Samford,Longwood,WKU,Oakland,Vermont,FL Atlantic,Drake,North Carolina,Arizona,Purdue,Virginia,Longwood,Florida,Auburn,North Carolina,McNeese St,James Madison,Auburn,Akron,Arizona,0.682539683
StrongSeed_VotingClassifier_avg,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,S Dakota St,Illinois,Auburn,North Carolina,Arizona,Colgate,Col Charleston,Purdue,Tennessee,Akron,Samford,Longwood,WKU,Oakland,Vermont,FL Atlantic,Drake,North Carolina,Arizona,Purdue,Virginia,Longwood,Colorado,Auburn,North Carolina,McNeese St,James Madison,Auburn,Akron,Arizona,0.666666667
StrongSeed_MLPClassifier_avg,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Akron,Samford,Houston,WKU,Oakland,Vermont,Connecticut,Iowa St,North Carolina,Arizona,Utah St,Tennessee,Houston,Florida,Auburn,North Carolina,McNeese St,James Madison,Illinois,Tennessee,Illinois,0.777777778
StrongSeed_GaussianNB_rating_rol10,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Akron,Kansas,Houston,Marquette,Oakland,Vermont,Connecticut,Iowa St,North Carolina,Nevada,TCU,Tennessee,Houston,Marquette,Connecticut,Alabama,Kansas,Houston,Connecticut,Tennessee,Connecticut,0.857142857
StrongSeed_LogisticRegression_rating_rol10,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Akron,Kansas,Houston,Marquette,Kentucky,Vermont,Connecticut,Iowa St,Michigan St,Arizona,TCU,Tennessee,Houston,Colorado,Connecticut,Alabama,Kansas,Houston,Illinois,Tennessee,Arizona,0.793650794
StrongSeed_DecisionTreeClassifier_rating_rol10,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Akron,Kansas,Houston,Marquette,Oakland,Vermont,Connecticut,Iowa St,Michigan St,Arizona,TCU,Tennessee,Houston,Colorado,San Diego St,Alabama,Kansas,Houston,Illinois,Tennessee,Arizona,0.793650794
StrongSeed_RandomForestClassifier_rating_rol10,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Akron,Kansas,Houston,Marquette,Kentucky,Vermont,Connecticut,Iowa St,Michigan St,Nevada,TCU,Tennessee,Houston,Colorado,Connecticut,Alabama,Kansas,Houston,Illinois,Tennessee,Alabama,0.777777778
StrongSeed_XGBClassifier_rating_rol10,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Akron,Kansas,Houston,Marquette,Oakland,Vermont,Northwestern,Iowa St,Michigan St,Arizona,TCU,Tennessee,Houston,Colorado,San Diego St,Alabama,Kansas,Houston,Illinois,Tennessee,Arizona,0.777777778
StrongSeed_VotingClassifier_rating_rol10,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Akron,Kansas,Houston,Marquette,Oakland,Vermont,Connecticut,Iowa St,Michigan St,Arizona,TCU,Tennessee,Houston,Colorado,Connecticut,Alabama,Kansas,Houston,Illinois,Tennessee,Arizona,0.80952381
StrongSeed_MLPClassifier_rating_rol10,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Akron,Samford,Houston,Marquette,Kentucky,Vermont,Connecticut,Iowa St,Michigan St,Arizona,TCU,Tennessee,Houston,Colorado,Connecticut,Alabama,TCU,Houston,Connecticut,Tennessee,Connecticut,0.80952381
StrongSeed_GaussianNB_avg_rating,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Creighton,Kansas,Houston,Marquette,Kentucky,Vermont,Connecticut,Drake,North Carolina,Arizona,Purdue,Tennessee,Houston,Marquette,San Diego St,North Carolina,Kansas,Houston,BYU,Tennessee,BYU,0.825396825
StrongSeed_LogisticRegression_avg_rating,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Akron,Kansas,Houston,Marquette,Kentucky,Duke,Connecticut,Drake,North Carolina,Arizona,Purdue,Colorado St,Houston,Boise St,Auburn,North Carolina,Kansas,Houston,BYU,Colorado St,BYU,0.793650794
StrongSeed_DecisionTreeClassifier_avg_rating,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Yale,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Creighton,Samford,Houston,WKU,Oakland,Vermont,Connecticut,Iowa St,Michigan St,Arizona,Purdue,Colorado St,Houston,Colorado,Connecticut,Grand Canyon,Purdue,Houston,BYU,Purdue,Arizona,0.841269841
StrongSeed_RandomForestClassifier_avg_rating,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Creighton,Kansas,Houston,Marquette,Kentucky,Vermont,Connecticut,Drake,North Carolina,Nevada,Purdue,Tennessee,Houston,Marquette,San Diego St,North Carolina,Kansas,Houston,BYU,Tennessee,BYU,0.80952381
StrongSeed_XGBClassifier_avg_rating,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Creighton,Kansas,Houston,Marquette,Oakland,Vermont,Connecticut,Drake,North Carolina,Nevada,Purdue,Colorado St,Houston,Marquette,San Diego St,North Carolina,Kansas,Houston,BYU,Kansas,BYU,0.80952381
StrongSeed_VotingClassifier_avg_rating,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Creighton,Kansas,Houston,Marquette,Kentucky,Vermont,Connecticut,Drake,North Carolina,Nevada,Purdue,Virginia,Houston,Colorado,Connecticut,North Carolina,Kansas,Houston,BYU,Kansas,BYU,0.793650794
StrongSeed_MLPClassifier_avg_rating,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Auburn,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Creighton,Samford,Houston,Marquette,Kentucky,Duke,Connecticut,Drake,North Carolina,Nevada,Purdue,Virginia,Houston,Colorado,Connecticut,North Carolina,Purdue,Houston,BYU,Purdue,BYU,0.825396825
StrongSeed_Actual,Connecticut,Iowa St,Illinois,Auburn,San Diego St,BYU,Washington St,FL Atlantic,North Carolina,Arizona,Baylor,Alabama,St Mary's CA,Clemson,Dayton,Mississippi St,Purdue,Tennessee,Creighton,Kansas,Gonzaga,South Carolina,Texas,Utah St,Houston,Marquette,Kentucky,Duke,Wisconsin,Texas Tech,Florida,Nebraska,Connecticut,Iowa St,Illinois,Yale,North Carolina,Arizona,Baylor,Alabama,Purdue,Tennessee,Creighton,Kansas,Houston,Marquette,Oakland,Duke,Connecticut,Iowa St,North Carolina,Arizona,Purdue,Tennessee,Houston,Marquette,Connecticut,St Mary's CA,Purdue,Duke,Connecticut,Purdue,Connecticut,1
