Models,R1W1,R1W2,R1W3,R1W4,R1W5,R1W6,R1W7,R1W8,R1X1,R1X2,R1X3,R1X4,R1X5,R1X6,R1X7,R1X8,R1Y1,R1Y2,R1Y3,R1Y4,R1Y5,R1Y6,R1Y7,R1Y8,R1Z1,R1Z2,R1Z3,R1Z4,R1Z5,R1Z6,R1Z7,R1Z8,R2W1,R2W2,R2W3,R2W4,R2X1,R2X2,R2X3,R2X4,R2Y1,R2Y2,R2Y3,R2Y4,R2Z1,R2Z2,R2Z3,R2Z4,R3W1,R3W2,R3X1,R3X2,R3Y1,R3Y2,R3Z1,R3Z2,R4W1,R4X1,R4Y1,R4Z1,R5WX,R5YZ,R6CH,Accuracy
WeakSeed_LogisticRegression_avg,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Howard,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Virginia,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Boise St,Texas A&M,FL Atlantic,Washington St,BYU,San Diego St,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Virginia,South Carolina,McNeese St,Texas A&M,Florida,Texas Tech,James Madison,Auburn,Illinois,Alabama,Baylor,McNeese St,Akron,James Madison,Texas Tech,Washington St,Baylor,Akron,WKU,North Carolina,James Madison,James Madison,0.571428571
WeakSeed_DecisionTreeClassifier_avg,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Howard,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Grambling,St Peter's,Akron,Samford,McNeese St,Oregon,Virginia,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,Northwestern,Drake,BYU,San Diego St,Mississippi St,Dayton,Clemson,Grand Canyon,Utah St,Virginia,Oregon,McNeese St,Nebraska,Colorado,NC State,James Madison,Auburn,Morehead St,Grand Canyon,Clemson,McNeese St,Creighton,James Madison,Oakland,Drake,Arizona,Creighton,Colorado,Mississippi St,James Madison,James Madison,0.666666667
WeakSeed_RandomForestClassifier_avg,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Howard,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Virginia,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,FL Atlantic,Drake,BYU,San Diego St,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Virginia,Oregon,McNeese St,Texas A&M,Colorado,NC State,James Madison,San Diego St,Illinois,Grand Canyon,New Mexico,McNeese St,Creighton,James Madison,Oakland,Illinois,Arizona,Creighton,Colorado,North Carolina,James Madison,James Madison,0.650793651
WeakSeed_XGBClassifier_avg,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Howard,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Virginia,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Boise St,Texas A&M,FL Atlantic,Drake,BYU,San Diego St,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Virginia,South Carolina,McNeese St,Texas A&M,Florida,NC State,James Madison,Auburn,Illinois,Alabama,New Mexico,McNeese St,Akron,James Madison,Oakland,Illinois,Arizona,Akron,Florida,Arizona,Florida,Akron,0.587301587
WeakSeed_VotingClassifier_avg,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Howard,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Virginia,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,FL Atlantic,Drake,BYU,San Diego St,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Virginia,Oregon,McNeese St,Texas A&M,Colorado,NC State,James Madison,Auburn,BYU,Grand Canyon,New Mexico,McNeese St,Akron,James Madison,Oakland,BYU,Arizona,Akron,Colorado,Arizona,James Madison,Akron,0.587301587
WeakSeed_MLPClassifier_avg,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Howard,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Virginia,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Boise St,Texas A&M,FL Atlantic,Washington St,BYU,San Diego St,Michigan St,Nevada,New Mexico,St Mary's CA,Utah St,Texas,South Carolina,McNeese St,Texas A&M,Florida,NC State,James Madison,Auburn,Illinois,St Mary's CA,New Mexico,McNeese St,Akron,James Madison,NC State,Illinois,New Mexico,Tennessee,Florida,North Carolina,James Madison,James Madison,0.650793651
WeakSeed_GaussianNB_rating_rol10,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Wagner,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Colorado St,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Boise St,Texas A&M,Northwestern,Drake,Duquesne,San Diego St,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Colorado St,Oregon,McNeese St,Texas A&M,Boise St,NC State,James Madison,San Diego St,Illinois,Alabama,New Mexico,Kansas,Oregon,James Madison,NC State,Illinois,New Mexico,Tennessee,Marquette,Alabama,Houston,Houston,0.746031746
WeakSeed_LogisticRegression_rating_rol10,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Wagner,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Grambling,St Peter's,Akron,Samford,McNeese St,Oregon,Colorado St,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,Northwestern,Drake,Duquesne,San Diego St,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Colorado St,Oregon,McNeese St,Texas A&M,Colorado,NC State,James Madison,San Diego St,Illinois,Alabama,New Mexico,Kansas,Oregon,James Madison,NC State,Illinois,Arizona,Tennessee,NC State,Arizona,Houston,Houston,0.777777778
WeakSeed_DecisionTreeClassifier_rating_rol10,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Wagner,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Grambling,St Peter's,Akron,Samford,McNeese St,Oregon,Virginia,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,Northwestern,Drake,Duquesne,San Diego St,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Virginia,Oregon,McNeese St,Texas A&M,Colorado,NC State,James Madison,San Diego St,Illinois,Alabama,New Mexico,Kansas,Oregon,James Madison,NC State,Illinois,Arizona,Tennessee,Colorado,Arizona,Houston,Tennessee,0.746031746
WeakSeed_RandomForestClassifier_rating_rol10,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Wagner,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Colorado St,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,Northwestern,Drake,Duquesne,San Diego St,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Colorado St,Oregon,McNeese St,Texas A&M,Colorado,NC State,James Madison,San Diego St,Illinois,Alabama,New Mexico,Kansas,Oregon,James Madison,Kentucky,Illinois,New Mexico,Tennessee,Kentucky,Alabama,Houston,Houston,0.761904762
WeakSeed_XGBClassifier_rating_rol10,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Wagner,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Colorado St,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,Northwestern,Drake,Duquesne,San Diego St,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Colorado St,Oregon,McNeese St,Texas A&M,Colorado,NC State,James Madison,San Diego St,Illinois,Alabama,New Mexico,Kansas,Oregon,James Madison,NC State,Illinois,Arizona,Tennessee,Colorado,Arizona,Houston,Houston,0.746031746
WeakSeed_VotingClassifier_rating_rol10,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Wagner,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Colorado St,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,Northwestern,Drake,Duquesne,San Diego St,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Colorado St,Oregon,McNeese St,Texas A&M,Colorado,NC State,James Madison,San Diego St,Illinois,Alabama,New Mexico,Kansas,Oregon,James Madison,NC State,Illinois,Arizona,Tennessee,NC State,Arizona,Houston,Houston,0.761904762
WeakSeed_MLPClassifier_rating_rol10,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Wagner,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Grambling,St Peter's,Akron,Samford,McNeese St,Oregon,Colorado St,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,Northwestern,Drake,Duquesne,San Diego St,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Colorado St,Oregon,McNeese St,Texas A&M,Colorado,NC State,James Madison,San Diego St,Illinois,Alabama,New Mexico,McNeese St,Oregon,James Madison,NC State,Illinois,Arizona,Tennessee,NC State,Arizona,Houston,Houston,0.777777778
WeakSeed_GaussianNB_avg_rating,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Howard,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Virginia,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,Northwestern,Drake,BYU,San Diego St,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Virginia,Oregon,McNeese St,Texas A&M,Colorado,NC State,James Madison,San Diego St,BYU,Grand Canyon,New Mexico,Kansas,Creighton,James Madison,Kentucky,BYU,Arizona,Tennessee,Kentucky,Arizona,Houston,Houston,0.650793651
WeakSeed_LogisticRegression_avg_rating,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Howard,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Colorado St,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Boise St,Texas A&M,Northwestern,Drake,BYU,UAB,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Colorado St,Oregon,McNeese St,Texas A&M,Boise St,NC State,James Madison,Auburn,BYU,Grand Canyon,New Mexico,Kansas,Oregon,James Madison,Kentucky,BYU,Arizona,Colorado St,Kentucky,Arizona,Houston,Houston,0.571428571
WeakSeed_DecisionTreeClassifier_avg_rating,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Howard,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Colorado St,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,Northwestern,Drake,BYU,UAB,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Colorado St,Oregon,Gonzaga,Texas A&M,Colorado,NC State,James Madison,UAB,BYU,Grand Canyon,Baylor,Gonzaga,Creighton,James Madison,NC State,BYU,Arizona,Creighton,NC State,Arizona,Houston,Houston,0.682539683
WeakSeed_RandomForestClassifier_avg_rating,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Howard,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Virginia,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,Northwestern,Drake,BYU,San Diego St,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Virginia,Oregon,McNeese St,Texas A&M,Colorado,NC State,James Madison,San Diego St,BYU,Grand Canyon,New Mexico,Kansas,Creighton,James Madison,Kentucky,BYU,New Mexico,Tennessee,Marquette,North Carolina,Houston,Houston,0.666666667
WeakSeed_XGBClassifier_avg_rating,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Howard,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Colorado St,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,Northwestern,Drake,BYU,San Diego St,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Colorado St,Oregon,McNeese St,Texas A&M,Colorado,NC State,James Madison,San Diego St,BYU,Grand Canyon,New Mexico,Kansas,Creighton,James Madison,NC State,BYU,New Mexico,Creighton,Marquette,New Mexico,Marquette,Marquette,0.682539683
WeakSeed_VotingClassifier_avg_rating,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Howard,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Virginia,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,Northwestern,Drake,BYU,UAB,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Virginia,Oregon,McNeese St,Texas A&M,Colorado,NC State,James Madison,Auburn,BYU,Grand Canyon,New Mexico,Kansas,Oregon,James Madison,Kentucky,BYU,New Mexico,Virginia,Kentucky,New Mexico,Houston,Houston,0.603174603
WeakSeed_MLPClassifier_avg_rating,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Howard,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Montana St,St Peter's,Akron,Samford,McNeese St,Oregon,Virginia,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,Northwestern,Drake,BYU,UAB,Michigan St,Nevada,New Mexico,Grand Canyon,TCU,Virginia,Oregon,McNeese St,Texas A&M,Colorado,NC State,James Madison,Auburn,BYU,Grand Canyon,New Mexico,McNeese St,Creighton,James Madison,Kentucky,BYU,New Mexico,Creighton,Kentucky,New Mexico,Houston,Houston,0.619047619
WeakSeed_Actual,Stetson,S Dakota St,Morehead St,Yale,UAB,Duquesne,Drake,Northwestern,Wagner,Long Beach St,Colgate,Col Charleston,Grand Canyon,New Mexico,Nevada,Michigan St,Grambling,St Peter's,Akron,Samford,McNeese St,Oregon,Colorado St,TCU,Longwood,WKU,Oakland,Vermont,James Madison,NC State,Colorado,Texas A&M,Northwestern,Washington St,Duquesne,San Diego St,Michigan St,Dayton,Clemson,Grand Canyon,Utah St,Texas,Oregon,Gonzaga,Texas A&M,Colorado,NC State,James Madison,San Diego St,Illinois,Alabama,Clemson,Gonzaga,Creighton,Duke,NC State,Illinois,New Mexico,Tennessee,NC State,Alabama,NC State,Purdue,1
